account_id,account_name,industry,region,customer_tier,annual_revenue,employee_count
A01422,Synthetic Account 1422,Financial Services,EMEA,Commercial,560025769.0,3707
A01423,Synthetic Account 1423,Public Sector,North America,Enterprise,1436340100.0,10072
A01424,Synthetic Account 1424,Manufacturing,APAC,Commercial,178022179.0,1024
A01425,Synthetic Account 1425,Public Sector,APAC,Commercial,956228003.0,7944
A01426,Synthetic Account 1426,Consumer Goods,APAC,Enterprise,352161799.0,2766
A01427,Synthetic Account 1427,Healthcare,APAC,Strategic,1375177621.0,6095
A01428,Synthetic Account 1428,Manufacturing,Latin America,Enterprise,350002881.0,1839
A01429,Synthetic Account 1429,Automotive,Latin America,Enterprise,530984339.0,3588
A01430,Synthetic Account 1430,Automotive,APAC,Strategic,697286357.0,4119
A01431,Synthetic Account 1431,Healthcare,EMEA,Enterprise,1652571149.0,10423
A01432,Synthetic Account 1432,Technology,Latin America,Strategic,1723709473.0,13693
A01433,Synthetic Account 1433,Retail,APAC,Strategic,361585610.0,2751
A01434,Synthetic Account 1434,Financial Services,EMEA,Commercial,3127446849.0,26397
A01435,Synthetic Account 1435,Consumer Goods,North America,Enterprise,664546514.0,3819
A01436,Synthetic Account 1436,Manufacturing,North America,Enterprise,1208467700.0,8336
A01437,Synthetic Account 1437,Energy,North America,Strategic,208288233.0,1070
A01438,Synthetic Account 1438,Financial Services,North America,Enterprise,1783275189.0,12904
A01439,Synthetic Account 1439,Public Sector,North America,Enterprise,366201731.0,1646
A01440,Synthetic Account 1440,Telecommunications,Latin America,Enterprise,782264323.0,4640
A01441,Synthetic Account 1441,Energy,EMEA,Strategic,1480173778.0,8155
A01442,Synthetic Account 1442,Public Sector,APAC,Enterprise,1515199235.0,11383
A01443,Synthetic Account 1443,Technology,APAC,Enterprise,2554456421.0,15776
A01444,Synthetic Account 1444,Consumer Goods,Latin America,Enterprise,433459305.0,3013
A01445,Synthetic Account 1445,Public Sector,North America,Commercial,417135489.0,2438
A01446,Synthetic Account 1446,Financial Services,North America,Strategic,3773192317.0,18771
A01447,Synthetic Account 1447,Technology,EMEA,Enterprise,1808974246.0,10070
A01448,Synthetic Account 1448,Public Sector,APAC,Strategic,3801350730.0,32487
A01449,Synthetic Account 1449,Technology,Latin America,Strategic,4237322577.0,29349
A01450,Synthetic Account 1450,Technology,APAC,Commercial,361018223.0,2145
A01451,Synthetic Account 1451,Manufacturing,North America,Commercial,210467683.0,1874
A01452,Synthetic Account 1452,Retail,North America,Commercial,7316406311.0,55382
A01453,Synthetic Account 1453,Public Sector,APAC,Enterprise,455723671.0,3564
A01454,Synthetic Account 1454,Retail,EMEA,Enterprise,3685756400.0,24157
A01455,Synthetic Account 1455,Public Sector,EMEA,Enterprise,14923527686.0,129416
A01456,Synthetic Account 1456,Public Sector,EMEA,Enterprise,1566979010.0,12416
A01457,Synthetic Account 1457,Financial Services,APAC,Commercial,3222549238.0,17618
A01458,Synthetic Account 1458,Energy,APAC,Commercial,421721465.0,3618
A01459,Synthetic Account 1459,Manufacturing,APAC,Commercial,3439846776.0,28684
A01460,Synthetic Account 1460,Automotive,EMEA,Enterprise,6444259033.0,44528
A01461,Synthetic Account 1461,Public Sector,APAC,Commercial,2117745197.0,16312
A01462,Synthetic Account 1462,Public Sector,Latin America,Enterprise,253199634.0,1786
A01463,Synthetic Account 1463,Automotive,APAC,Commercial,1486760784.0,12810
A01464,Synthetic Account 1464,Automotive,North America,Commercial,2425942661.0,16230
A01465,Synthetic Account 1465,Telecommunications,North America,Enterprise,964899606.0,5343
A01466,Synthetic Account 1466,Public Sector,EMEA,Enterprise,255516596.0,2081
A01467,Synthetic Account 1467,Energy,EMEA,Strategic,510325778.0,4250
A01468,Synthetic Account 1468,Automotive,EMEA,Commercial,650978758.0,5406
A01469,Synthetic Account 1469,Automotive,North America,Commercial,2791192045.0,17591
A01470,Synthetic Account 1470,Telecommunications,North America,Enterprise,432288588.0,3484
A01471,Synthetic Account 1471,Technology,APAC,Enterprise,1323832475.0,8648
A01472,Synthetic Account 1472,Manufacturing,Latin America,Enterprise,1325321933.0,6074
A01473,Synthetic Account 1473,Telecommunications,Latin America,Enterprise,1823138676.0,12444
A01474,Synthetic Account 1474,Consumer Goods,EMEA,Enterprise,1102402735.0,6334
A01475,Synthetic Account 1475,Manufacturing,Latin America,Enterprise,1021711772.0,6137
A01476,Synthetic Account 1476,Financial Services,EMEA,Commercial,679592575.0,3674
A01477,Synthetic Account 1477,Automotive,EMEA,Enterprise,902301195.0,6759
A01478,Synthetic Account 1478,Consumer Goods,EMEA,Enterprise,230131616.0,1602
A01479,Synthetic Account 1479,Consumer Goods,North America,Enterprise,410358349.0,2086
A01480,Synthetic Account 1480,Retail,North America,Strategic,188689642.0,1129
A01481,Synthetic Account 1481,Healthcare,EMEA,Enterprise,442368366.0,2767
A01482,Synthetic Account 1482,Automotive,Latin America,Commercial,722789438.0,3693
A01483,Synthetic Account 1483,Telecommunications,North America,Strategic,364483309.0,1584
A01484,Synthetic Account 1484,Telecommunications,North America,Enterprise,596241009.0,3288
A01485,Synthetic Account 1485,Telecommunications,APAC,Strategic,163925329.0,1118
A01486,Synthetic Account 1486,Public Sector,North America,Enterprise,8308652321.0,70694
A01487,Synthetic Account 1487,Consumer Goods,EMEA,Strategic,753236137.0,4089
A01488,Synthetic Account 1488,Technology,EMEA,Enterprise,1455971847.0,9962
A01489,Synthetic Account 1489,Energy,APAC,Enterprise,351428557.0,1548
A01490,Synthetic Account 1490,Financial Services,APAC,Strategic,175678678.0,845
A01491,Synthetic Account 1491,Healthcare,APAC,Enterprise,688911543.0,6047
A01492,Synthetic Account 1492,Manufacturing,APAC,Enterprise,306796242.0,2744
A01493,Synthetic Account 1493,Financial Services,North America,Strategic,1084241418.0,6154
A01494,Synthetic Account 1494,Healthcare,EMEA,Strategic,190346266.0,1029
A01495,Synthetic Account 1495,Retail,APAC,Enterprise,1401203554.0,11507
A01496,Synthetic Account 1496,Healthcare,APAC,Commercial,984595151.0,6979
A01497,Synthetic Account 1497,Automotive,Latin America,Strategic,2033507651.0,11620
A01498,Synthetic Account 1498,Energy,APAC,Enterprise,406480345.0,3327
A01499,Synthetic Account 1499,Financial Services,EMEA,Enterprise,467266850.0,3334
A01500,Synthetic Account 1500,Energy,Latin America,Enterprise,3337708022.0,27863
A01501,Synthetic Account 1501,Manufacturing,Latin America,Enterprise,915830111.0,5620
A01502,Synthetic Account 1502,Manufacturing,North America,Commercial,1992631582.0,9693
A01503,Synthetic Account 1503,Public Sector,North America,Strategic,97214918.0,500
A01504,Synthetic Account 1504,Financial Services,APAC,Enterprise,4502844398.0,27766
A01505,Synthetic Account 1505,Telecommunications,Latin America,Enterprise,989379565.0,8444
A01506,Synthetic Account 1506,Automotive,Latin America,Strategic,779531360.0,5951
A01507,Synthetic Account 1507,Automotive,APAC,Enterprise,700971140.0,3368
A01508,Synthetic Account 1508,Consumer Goods,APAC,Enterprise,2177677026.0,15285
A01509,Synthetic Account 1509,Manufacturing,North America,Strategic,5502351675.0,46260
A01510,Synthetic Account 1510,Financial Services,EMEA,Strategic,392388095.0,3051
A01511,Synthetic Account 1511,Consumer Goods,North America,Commercial,2242858614.0,13385
A01512,Synthetic Account 1512,Retail,Latin America,Commercial,2306118068.0,13494
A01513,Synthetic Account 1513,Technology,North America,Commercial,657971959.0,4438
A01514,Synthetic Account 1514,Consumer Goods,North America,Enterprise,1913773958.0,9738
A01515,Synthetic Account 1515,Automotive,APAC,Enterprise,113760277.0,646
A01516,Synthetic Account 1516,Financial Services,North America,Enterprise,364799271.0,2005
A01517,Synthetic Account 1517,Manufacturing,EMEA,Enterprise,1039473463.0,4948
A01518,Synthetic Account 1518,Healthcare,EMEA,Enterprise,586527435.0,2717
A01519,Synthetic Account 1519,Energy,APAC,Enterprise,1830396740.0,12082
A01520,Synthetic Account 1520,Telecommunications,APAC,Enterprise,1734493207.0,12435
A01521,Synthetic Account 1521,Public Sector,APAC,Commercial,401883986.0,2271
A01522,Synthetic Account 1522,Public Sector,APAC,Enterprise,5828759515.0,29894
A01523,Synthetic Account 1523,Public Sector,North America,Commercial,2125868105.0,18328
A01524,Synthetic Account 1524,Automotive,North America,Commercial,2110907264.0,17863
A01525,Synthetic Account 1525,Public Sector,Latin America,Commercial,707296375.0,6167
A01526,Synthetic Account 1526,Financial Services,EMEA,Enterprise,383612784.0,3125
A01527,Synthetic Account 1527,Consumer Goods,APAC,Enterprise,2488061699.0,15789
A01528,Synthetic Account 1528,Manufacturing,EMEA,Enterprise,666700552.0,4063
A01529,Synthetic Account 1529,Public Sector,EMEA,Strategic,744322986.0,4167
A01530,Synthetic Account 1530,Manufacturing,EMEA,Enterprise,416290001.0,2658
A01531,Synthetic Account 1531,Consumer Goods,APAC,Enterprise,2102057205.0,9171
A01532,Synthetic Account 1532,Consumer Goods,EMEA,Commercial,998068987.0,5989
A01533,Synthetic Account 1533,Retail,EMEA,Strategic,2176892563.0,10836
A01534,Synthetic Account 1534,Consumer Goods,EMEA,Strategic,1494551975.0,12570
A01535,Synthetic Account 1535,Automotive,APAC,Enterprise,2730194561.0,19006
A01536,Synthetic Account 1536,Automotive,APAC,Enterprise,740205343.0,5795
A01537,Synthetic Account 1537,Energy,Latin America,Enterprise,835791113.0,7316
A01538,Synthetic Account 1538,Consumer Goods,EMEA,Commercial,2852620116.0,16238
A01539,Synthetic Account 1539,Consumer Goods,EMEA,Strategic,335675597.0,2073
A01540,Synthetic Account 1540,Automotive,Latin America,Enterprise,292022408.0,1621
A01541,Synthetic Account 1541,Consumer Goods,Latin America,Enterprise,1653631370.0,13674
A01542,Synthetic Account 1542,Retail,EMEA,Enterprise,54578436.0,500
A01543,Synthetic Account 1543,Manufacturing,APAC,Enterprise,440116473.0,2943
A01544,Synthetic Account 1544,Energy,North America,Enterprise,1522555062.0,13620
A01545,Synthetic Account 1545,Manufacturing,EMEA,Strategic,1118366185.0,5297
A01546,Synthetic Account 1546,Healthcare,APAC,Strategic,1199409581.0,7320
A01547,Synthetic Account 1547,Retail,APAC,Strategic,775884768.0,4463
A01548,Synthetic Account 1548,Automotive,North America,Enterprise,302353607.0,1493
A01549,Synthetic Account 1549,Energy,APAC,Commercial,8138483548.0,56160
A01550,Synthetic Account 1550,Financial Services,Latin America,Strategic,579890206.0,4549
A01551,Synthetic Account 1551,Automotive,Latin America,Strategic,660527945.0,5157
A01552,Synthetic Account 1552,Financial Services,APAC,Enterprise,201303911.0,1420
A01553,Synthetic Account 1553,Telecommunications,EMEA,Enterprise,3603895083.0,28712
A01554,Synthetic Account 1554,Energy,EMEA,Commercial,1458531276.0,12201
A01555,Synthetic Account 1555,Technology,APAC,Enterprise,503099138.0,2272
A01556,Synthetic Account 1556,Public Sector,Latin America,Enterprise,4018306402.0,18568
A01557,Synthetic Account 1557,Financial Services,APAC,Strategic,3046295455.0,14401
A01558,Synthetic Account 1558,Public Sector,Latin America,Enterprise,488963512.0,2442
A01559,Synthetic Account 1559,Healthcare,APAC,Strategic,457094818.0,3763
A01560,Synthetic Account 1560,Consumer Goods,EMEA,Strategic,890949627.0,5351
A01561,Synthetic Account 1561,Telecommunications,Latin America,Enterprise,1786674627.0,8440
A01562,Synthetic Account 1562,Technology,North America,Strategic,4475289002.0,25218
A01563,Synthetic Account 1563,Financial Services,APAC,Enterprise,1319890489.0,8989
A01564,Synthetic Account 1564,Manufacturing,Latin America,Commercial,668260443.0,3744
A01565,Synthetic Account 1565,Consumer Goods,North America,Enterprise,760454262.0,6336
A01566,Synthetic Account 1566,Technology,Latin America,Strategic,1640246692.0,12815
A01567,Synthetic Account 1567,Healthcare,EMEA,Strategic,502793691.0,3937
A01568,Synthetic Account 1568,Automotive,EMEA,Enterprise,2837662267.0,17367
A01569,Synthetic Account 1569,Financial Services,EMEA,Enterprise,534896603.0,3189
A01570,Synthetic Account 1570,Public Sector,APAC,Enterprise,1513137527.0,6607
A01571,Synthetic Account 1571,Manufacturing,Latin America,Strategic,702288613.0,5249
A01572,Synthetic Account 1572,Manufacturing,North America,Enterprise,857606986.0,6597
A01573,Synthetic Account 1573,Telecommunications,Latin America,Enterprise,1002479069.0,4520
A01574,Synthetic Account 1574,Telecommunications,APAC,Strategic,296972479.0,2164
A01575,Synthetic Account 1575,Manufacturing,Latin America,Enterprise,1069517578.0,6186
A01576,Synthetic Account 1576,Energy,APAC,Strategic,385962923.0,2857
A01577,Synthetic Account 1577,Consumer Goods,EMEA,Strategic,302129861.0,1532
A01578,Synthetic Account 1578,Consumer Goods,APAC,Enterprise,150424459.0,691
A01579,Synthetic Account 1579,Manufacturing,APAC,Strategic,210321948.0,1307
A01580,Synthetic Account 1580,Energy,APAC,Strategic,282341408.0,1392
A01581,Synthetic Account 1581,Telecommunications,EMEA,Strategic,1418722291.0,7873
A01582,Synthetic Account 1582,Telecommunications,North America,Enterprise,677192617.0,3381
A01583,Synthetic Account 1583,Technology,EMEA,Commercial,1346316114.0,6290
A01584,Synthetic Account 1584,Healthcare,North America,Commercial,808797301.0,3889
A01585,Synthetic Account 1585,Technology,North America,Enterprise,2030569550.0,15849
A01586,Synthetic Account 1586,Financial Services,North America,Enterprise,2071580067.0,15860
A01587,Synthetic Account 1587,Financial Services,Latin America,Strategic,1766850216.0,13172
A01588,Synthetic Account 1588,Public Sector,North America,Commercial,386792165.0,2648
A01589,Synthetic Account 1589,Retail,APAC,Commercial,802664080.0,4417
A01590,Synthetic Account 1590,Manufacturing,EMEA,Strategic,1011272883.0,6583
A01591,Synthetic Account 1591,Public Sector,APAC,Enterprise,1145810744.0,7853
A01592,Synthetic Account 1592,Energy,EMEA,Enterprise,5844030049.0,26845
A01593,Synthetic Account 1593,Manufacturing,APAC,Strategic,715367574.0,4378
A01594,Synthetic Account 1594,Consumer Goods,EMEA,Enterprise,596481093.0,3912
A01595,Synthetic Account 1595,Healthcare,APAC,Commercial,527963398.0,2413
A01596,Synthetic Account 1596,Energy,Latin America,Commercial,442879732.0,3778
A01597,Synthetic Account 1597,Consumer Goods,North America,Enterprise,1123639979.0,7829
A01598,Synthetic Account 1598,Public Sector,North America,Enterprise,1396926817.0,7160
A01599,Synthetic Account 1599,Technology,Latin America,Enterprise,949669213.0,4236
A01600,Synthetic Account 1600,Healthcare,North America,Commercial,164213346.0,1309
A01601,Synthetic Account 1601,Technology,Latin America,Strategic,646107496.0,3976
A01602,Synthetic Account 1602,Public Sector,North America,Enterprise,735018012.0,3979
A01603,Synthetic Account 1603,Retail,Latin America,Strategic,615436886.0,4229
A01604,Synthetic Account 1604,Financial Services,EMEA,Commercial,781978648.0,6953
A01605,Synthetic Account 1605,Public Sector,APAC,Enterprise,740553970.0,5478
A01606,Synthetic Account 1606,Retail,APAC,Strategic,687285020.0,4015
A01607,Synthetic Account 1607,Energy,Latin America,Enterprise,6640760764.0,52000
A01608,Synthetic Account 1608,Public Sector,Latin America,Enterprise,751830021.0,3962
A01609,Synthetic Account 1609,Automotive,APAC,Enterprise,335699583.0,1903
A01610,Synthetic Account 1610,Manufacturing,APAC,Enterprise,1286503064.0,5904
A01611,Synthetic Account 1611,Manufacturing,Latin America,Enterprise,749828568.0,3265
A01612,Synthetic Account 1612,Automotive,North America,Enterprise,573561164.0,4064
A01613,Synthetic Account 1613,Public Sector,North America,Strategic,512205966.0,4551
A01614,Synthetic Account 1614,Healthcare,North America,Enterprise,659265857.0,5670
A01615,Synthetic Account 1615,Energy,North America,Enterprise,2162519787.0,12245
A01616,Synthetic Account 1616,Retail,APAC,Commercial,339249183.0,2064
A01617,Synthetic Account 1617,Technology,APAC,Enterprise,3519810643.0,22300
A01618,Synthetic Account 1618,Automotive,Latin America,Enterprise,316182864.0,1667
A01619,Synthetic Account 1619,Financial Services,APAC,Enterprise,555819693.0,3255
A01620,Synthetic Account 1620,Automotive,EMEA,Enterprise,314524277.0,1429
A01621,Synthetic Account 1621,Public Sector,APAC,Enterprise,441616459.0,2159
A01622,Synthetic Account 1622,Manufacturing,North America,Commercial,1553668190.0,12823
A01623,Synthetic Account 1623,Energy,APAC,Enterprise,237207579.0,1454
A01624,Synthetic Account 1624,Manufacturing,EMEA,Strategic,3005112041.0,19225
A01625,Synthetic Account 1625,Retail,EMEA,Enterprise,1616857295.0,7623
A01626,Synthetic Account 1626,Consumer Goods,EMEA,Enterprise,1647810822.0,8037
A01627,Synthetic Account 1627,Consumer Goods,Latin America,Strategic,291812602.0,1757
A01628,Synthetic Account 1628,Energy,Latin America,Strategic,3514197950.0,20414
A01629,Synthetic Account 1629,Public Sector,EMEA,Commercial,11148325040.0,88896
A01630,Synthetic Account 1630,Energy,APAC,Enterprise,257648178.0,1689
A01631,Synthetic Account 1631,Technology,EMEA,Enterprise,315160671.0,2702
A01632,Synthetic Account 1632,Financial Services,EMEA,Commercial,1749323082.0,7628
A01633,Synthetic Account 1633,Manufacturing,North America,Enterprise,2460913822.0,14997
A01634,Synthetic Account 1634,Consumer Goods,North America,Enterprise,335573055.0,1854
A01635,Synthetic Account 1635,Financial Services,Latin America,Enterprise,1830314239.0,10031
A01636,Synthetic Account 1636,Automotive,EMEA,Enterprise,2793663621.0,15148
A01637,Synthetic Account 1637,Automotive,APAC,Commercial,701138966.0,4742
A01638,Synthetic Account 1638,Public Sector,APAC,Enterprise,1463680759.0,8575
A01639,Synthetic Account 1639,Retail,North America,Commercial,2125869674.0,17530
A01640,Synthetic Account 1640,Telecommunications,EMEA,Enterprise,565005614.0,3238
A01641,Synthetic Account 1641,Financial Services,Latin America,Strategic,2222113976.0,11047
A01642,Synthetic Account 1642,Public Sector,EMEA,Enterprise,1174953970.0,7703
A01643,Synthetic Account 1643,Public Sector,Latin America,Enterprise,1141236996.0,5031
A01644,Synthetic Account 1644,Telecommunications,APAC,Commercial,947101918.0,7094
A01645,Synthetic Account 1645,Financial Services,North America,Commercial,317219752.0,1747
A01646,Synthetic Account 1646,Consumer Goods,EMEA,Enterprise,2532179710.0,22738
A01647,Synthetic Account 1647,Manufacturing,APAC,Enterprise,4120356421.0,36535
A01648,Synthetic Account 1648,Retail,North America,Enterprise,528696266.0,2551
A01649,Synthetic Account 1649,Energy,EMEA,Enterprise,1669728969.0,12669
A01650,Synthetic Account 1650,Healthcare,APAC,Commercial,570319371.0,2940
A01651,Synthetic Account 1651,Retail,Latin America,Strategic,838409332.0,5605
A01652,Synthetic Account 1652,Technology,North America,Enterprise,848592404.0,3867
A01653,Synthetic Account 1653,Energy,EMEA,Strategic,956695742.0,6719
A01654,Synthetic Account 1654,Healthcare,APAC,Strategic,456093412.0,2310
A01655,Synthetic Account 1655,Financial Services,EMEA,Strategic,9439318619.0,69380
A01656,Synthetic Account 1656,Healthcare,APAC,Enterprise,5802589229.0,44733
A01657,Synthetic Account 1657,Retail,Latin America,Enterprise,1442798237.0,7777
A01658,Synthetic Account 1658,Technology,APAC,Commercial,2205439799.0,9905
A01659,Synthetic Account 1659,Public Sector,North America,Strategic,832913520.0,6325
A01660,Synthetic Account 1660,Energy,APAC,Commercial,392178776.0,2502
A01661,Synthetic Account 1661,Energy,EMEA,Enterprise,380250410.0,2340
A01662,Synthetic Account 1662,Technology,North America,Enterprise,133967199.0,898
A01663,Synthetic Account 1663,Technology,Latin America,Strategic,765769102.0,4125
A01664,Synthetic Account 1664,Automotive,EMEA,Enterprise,1014922611.0,6835
A01665,Synthetic Account 1665,Energy,Latin America,Enterprise,3380837626.0,16324
A01666,Synthetic Account 1666,Energy,Latin America,Enterprise,1386486308.0,11481
A01667,Synthetic Account 1667,Manufacturing,North America,Enterprise,838888315.0,3683
A01668,Synthetic Account 1668,Financial Services,North America,Strategic,388711949.0,2888
A01669,Synthetic Account 1669,Energy,North America,Commercial,953337010.0,5687
A01670,Synthetic Account 1670,Public Sector,Latin America,Commercial,540848114.0,3944
A01671,Synthetic Account 1671,Healthcare,APAC,Enterprise,1995799518.0,14254
A01672,Synthetic Account 1672,Telecommunications,EMEA,Commercial,187951878.0,1528
A01673,Synthetic Account 1673,Retail,North America,Commercial,1650968018.0,11624
A01674,Synthetic Account 1674,Energy,APAC,Enterprise,327637751.0,1659
A01675,Synthetic Account 1675,Public Sector,Latin America,Enterprise,746681958.0,4408
A01676,Synthetic Account 1676,Consumer Goods,Latin America,Enterprise,1006680775.0,8574
A01677,Synthetic Account 1677,Financial Services,Latin America,Commercial,276143197.0,2182
A01678,Synthetic Account 1678,Manufacturing,APAC,Enterprise,765155237.0,4553
A01679,Synthetic Account 1679,Telecommunications,APAC,Strategic,1233050322.0,7945
A01680,Synthetic Account 1680,Energy,Latin America,Commercial,770583429.0,6748
A01681,Synthetic Account 1681,Telecommunications,EMEA,Commercial,4321649967.0,24694
A01682,Synthetic Account 1682,Automotive,EMEA,Enterprise,1112321529.0,7451
A01683,Synthetic Account 1683,Retail,APAC,Enterprise,882390177.0,7149
A01684,Synthetic Account 1684,Consumer Goods,EMEA,Strategic,724206907.0,3584
A01685,Synthetic Account 1685,Energy,APAC,Enterprise,1840490459.0,16087
A01686,Synthetic Account 1686,Public Sector,Latin America,Enterprise,837415743.0,5473
A01687,Synthetic Account 1687,Healthcare,North America,Enterprise,778029656.0,3960
A01688,Synthetic Account 1688,Automotive,EMEA,Enterprise,1126008284.0,7979
A01689,Synthetic Account 1689,Automotive,APAC,Enterprise,2023525257.0,16692
A01690,Synthetic Account 1690,Manufacturing,APAC,Enterprise,392593033.0,2739
A01691,Synthetic Account 1691,Telecommunications,EMEA,Enterprise,1379431264.0,8198
A01692,Synthetic Account 1692,Automotive,APAC,Enterprise,574396777.0,4815
A01693,Synthetic Account 1693,Public Sector,North America,Commercial,425068619.0,2964
A01694,Synthetic Account 1694,Financial Services,North America,Enterprise,2468339687.0,17428
A01695,Synthetic Account 1695,Retail,Latin America,Strategic,7693402759.0,51734
A01696,Synthetic Account 1696,Public Sector,North America,Strategic,4226726063.0,29824
A01697,Synthetic Account 1697,Technology,North America,Commercial,99530754.0,612
A01698,Synthetic Account 1698,Retail,EMEA,Enterprise,708135377.0,4848
A01699,Synthetic Account 1699,Telecommunications,North America,Enterprise,410432941.0,3364
A01700,Synthetic Account 1700,Public Sector,APAC,Enterprise,16259053493.0,107392
A01701,Synthetic Account 1701,Retail,EMEA,Enterprise,2394393123.0,12036
A01702,Synthetic Account 1702,Public Sector,EMEA,Enterprise,536210348.0,4523
A01703,Synthetic Account 1703,Energy,APAC,Commercial,116629725.0,993
A01704,Synthetic Account 1704,Financial Services,EMEA,Enterprise,2391977711.0,13740
A01705,Synthetic Account 1705,Retail,North America,Commercial,3611082219.0,20399
A01706,Synthetic Account 1706,Financial Services,North America,Commercial,1705397447.0,13699
A01707,Synthetic Account 1707,Financial Services,Latin America,Enterprise,4390281584.0,20783
A01708,Synthetic Account 1708,Healthcare,APAC,Strategic,294592865.0,1372
A01709,Synthetic Account 1709,Automotive,APAC,Strategic,5033748226.0,27359
A01710,Synthetic Account 1710,Technology,APAC,Enterprise,565623850.0,4080
A01711,Synthetic Account 1711,Manufacturing,North America,Enterprise,260124055.0,2147
A01712,Synthetic Account 1712,Retail,EMEA,Enterprise,3507370568.0,23106
A01713,Synthetic Account 1713,Manufacturing,APAC,Enterprise,1872029989.0,11159
A01714,Synthetic Account 1714,Energy,APAC,Commercial,7204010089.0,33228
A01715,Synthetic Account 1715,Healthcare,Latin America,Enterprise,516942330.0,2390
A01716,Synthetic Account 1716,Healthcare,North America,Strategic,1129899568.0,10150
A01717,Synthetic Account 1717,Manufacturing,APAC,Commercial,939753724.0,7053
A01718,Synthetic Account 1718,Healthcare,North America,Enterprise,3279527103.0,19995
A01719,Synthetic Account 1719,Healthcare,North America,Enterprise,1039130842.0,5594
A01720,Synthetic Account 1720,Consumer Goods,EMEA,Commercial,481880347.0,2741
A01721,Synthetic Account 1721,Technology,EMEA,Enterprise,2230078055.0,14041
A01722,Synthetic Account 1722,Healthcare,EMEA,Enterprise,2284174312.0,12433
A01723,Synthetic Account 1723,Energy,Latin America,Enterprise,328014701.0,1873
A01724,Synthetic Account 1724,Consumer Goods,EMEA,Enterprise,444454523.0,2260
A01725,Synthetic Account 1725,Manufacturing,APAC,Commercial,4649050525.0,22475
A01726,Synthetic Account 1726,Financial Services,North America,Enterprise,109002458.0,850
A01727,Synthetic Account 1727,Manufacturing,EMEA,Commercial,1618100984.0,14067
A01728,Synthetic Account 1728,Healthcare,Latin America,Enterprise,635313031.0,3594
A01729,Synthetic Account 1729,Financial Services,APAC,Enterprise,901495176.0,5633
A01730,Synthetic Account 1730,Financial Services,APAC,Commercial,2079912114.0,13397
A01731,Synthetic Account 1731,Consumer Goods,EMEA,Enterprise,2431603153.0,17308
A01732,Synthetic Account 1732,Energy,EMEA,Commercial,2075264806.0,15706
A01733,Synthetic Account 1733,Technology,Latin America,Enterprise,444787806.0,3939
A01734,Synthetic Account 1734,Technology,Latin America,Enterprise,962618894.0,6719
A01735,Synthetic Account 1735,Telecommunications,North America,Commercial,714565533.0,5430
A01736,Synthetic Account 1736,Consumer Goods,North America,Strategic,431729004.0,3358
A01737,Synthetic Account 1737,Public Sector,Latin America,Commercial,4994386091.0,42369
A01738,Synthetic Account 1738,Energy,EMEA,Strategic,2053161115.0,18300
A01739,Synthetic Account 1739,Financial Services,EMEA,Commercial,9010421702.0,63947
A01740,Synthetic Account 1740,Technology,North America,Enterprise,1637177481.0,9334
A01741,Synthetic Account 1741,Healthcare,EMEA,Enterprise,921779536.0,7299
A01742,Synthetic Account 1742,Healthcare,North America,Enterprise,7720813296.0,46496
A01743,Synthetic Account 1743,Technology,APAC,Strategic,393092249.0,2966
A01744,Synthetic Account 1744,Automotive,EMEA,Enterprise,670028325.0,3809
A01745,Synthetic Account 1745,Manufacturing,Latin America,Strategic,1066175038.0,6759
A01746,Synthetic Account 1746,Energy,North America,Strategic,1302171429.0,8552
A01747,Synthetic Account 1747,Telecommunications,Latin America,Enterprise,652050396.0,5007
A01748,Synthetic Account 1748,Retail,Latin America,Enterprise,217643717.0,1839
A01749,Synthetic Account 1749,Financial Services,APAC,Commercial,3351608086.0,26297
A01750,Synthetic Account 1750,Technology,APAC,Enterprise,2103546827.0,14543
A01751,Synthetic Account 1751,Consumer Goods,Latin America,Strategic,622053187.0,3792
A01752,Synthetic Account 1752,Financial Services,North America,Enterprise,180308433.0,971
A01753,Synthetic Account 1753,Manufacturing,APAC,Enterprise,461607805.0,3399
A01754,Synthetic Account 1754,Financial Services,APAC,Strategic,2887779779.0,25178
A01755,Synthetic Account 1755,Consumer Goods,EMEA,Enterprise,577440358.0,2809
A01756,Synthetic Account 1756,Consumer Goods,APAC,Strategic,2849158365.0,13248
A01757,Synthetic Account 1757,Retail,Latin America,Commercial,1609348934.0,10491
A01758,Synthetic Account 1758,Technology,Latin America,Enterprise,1601153538.0,11498
A01759,Synthetic Account 1759,Technology,APAC,Enterprise,316359730.0,1532
A01760,Synthetic Account 1760,Technology,Latin America,Strategic,874532814.0,4993
A01761,Synthetic Account 1761,Retail,EMEA,Commercial,1415197968.0,7913
A01762,Synthetic Account 1762,Energy,Latin America,Enterprise,608041339.0,5363
A01763,Synthetic Account 1763,Automotive,APAC,Enterprise,578382973.0,2541
A01764,Synthetic Account 1764,Energy,North America,Enterprise,784876147.0,7041
A01765,Synthetic Account 1765,Healthcare,EMEA,Enterprise,729911691.0,5185
A01766,Synthetic Account 1766,Financial Services,North America,Commercial,974128691.0,8206
A01767,Synthetic Account 1767,Energy,Latin America,Commercial,2772421939.0,18800
A01768,Synthetic Account 1768,Consumer Goods,APAC,Commercial,510326697.0,4283
A01769,Synthetic Account 1769,Manufacturing,APAC,Enterprise,1437634065.0,11226
A01770,Synthetic Account 1770,Telecommunications,Latin America,Commercial,3485842644.0,26031
