account_id,product_family,deployment,consumption
A01256,Analytics & Data,No Footprint,0
A01256,AI & ML,No Footprint,0
A01256,Security,No Footprint,0
A01256,Applications,Cloud,254814
A01256,Integration,Cloud,251978
A01257,Infrastructure,Cloud,454787
A01257,Database,On-Premise,1119733
A01257,Analytics & Data,Cloud,790726
A01257,AI & ML,No Footprint,0
A01257,Security,No Footprint,0
A01257,Applications,On-Premise,463942
A01257,Integration,Cloud,1265972
A01258,Infrastructure,On-Premise,406851
A01258,Database,No Footprint,0
A01258,Analytics & Data,Hybrid,680683
A01258,AI & ML,Cloud,714720
A01258,Security,On-Premise,183349
A01258,Applications,No Footprint,0
A01258,Integration,Hybrid,135977
A01259,Infrastructure,On-Premise,2369853
A01259,Database,On-Premise,812794
A01259,Analytics & Data,Hybrid,514097
A01259,AI & ML,No Footprint,0
A01259,Security,Hybrid,1238156
A01259,Applications,On-Premise,5292882
A01259,Integration,Hybrid,463617
A01260,Infrastructure,Hybrid,2561356
A01260,Database,No Footprint,0
A01260,Analytics & Data,Cloud,799582
A01260,AI & ML,No Footprint,0
A01260,Security,No Footprint,0
A01260,Applications,No Footprint,0
A01260,Integration,Cloud,1138875
A01261,Infrastructure,Hybrid,186509
A01261,Database,Hybrid,901513
A01261,Analytics & Data,Cloud,286843
A01261,AI & ML,No Footprint,0
A01261,Security,Hybrid,1137705
A01261,Applications,Cloud,226534
A01261,Integration,No Footprint,0
A01262,Infrastructure,On-Premise,3563469
A01262,Database,Hybrid,1078489
A01262,Analytics & Data,Cloud,2867784
A01262,AI & ML,Cloud,1631416
A01262,Security,Hybrid,475605
A01262,Applications,No Footprint,0
A01262,Integration,No Footprint,0
A01263,Infrastructure,On-Premise,1450734
A01263,Database,Cloud,323375
A01263,Analytics & Data,No Footprint,0
A01263,AI & ML,Cloud,2148667
A01263,Security,On-Premise,713671
A01263,Applications,No Footprint,0
A01263,Integration,No Footprint,0
A01264,Infrastructure,Cloud,892921
A01264,Database,No Footprint,0
A01264,Analytics & Data,Cloud,812654
A01264,AI & ML,Cloud,731541
A01264,Security,Cloud,633110
A01264,Applications,On-Premise,992136
A01264,Integration,Cloud,297029
A01265,Infrastructure,Hybrid,654027
A01265,Database,On-Premise,332844
A01265,Analytics & Data,Hybrid,993947
A01265,AI & ML,Cloud,1147180
A01265,Security,No Footprint,0
A01265,Applications,On-Premise,621890
A01265,Integration,Cloud,1417028
A01266,Infrastructure,Cloud,7739692
A01266,Database,Hybrid,202006
A01266,Analytics & Data,Cloud,574037
A01266,AI & ML,Cloud,781511
A01266,Security,Cloud,2254713
A01266,Applications,Hybrid,1024653
A01266,Integration,Cloud,352026
A01267,Infrastructure,Hybrid,1172141
A01267,Database,Hybrid,221989
A01267,Analytics & Data,Hybrid,1209664
A01267,AI & ML,Cloud,5623536
A01267,Security,No Footprint,0
A01267,Applications,On-Premise,2755808
A01267,Integration,Hybrid,1088811
A01268,Infrastructure,Cloud,1277532
A01268,Database,On-Premise,305182
A01268,Analytics & Data,Hybrid,152523
A01268,AI & ML,Cloud,2203082
A01268,Security,No Footprint,0
A01268,Applications,No Footprint,0
A01268,Integration,Hybrid,274260
A01269,Infrastructure,On-Premise,390590
A01269,Database,Cloud,966351
A01269,Analytics & Data,Cloud,498523
A01269,AI & ML,No Footprint,0
A01269,Security,Cloud,1814107
A01269,Applications,Hybrid,271714
A01269,Integration,Hybrid,1354936
A01270,Infrastructure,Cloud,1224455
A01270,Database,Cloud,159603
A01270,Analytics & Data,Hybrid,171912
A01270,AI & ML,Cloud,494608
A01270,Security,No Footprint,0
A01270,Applications,Cloud,1428687
A01270,Integration,Hybrid,257972
A01271,Infrastructure,Hybrid,574091
A01271,Database,Hybrid,149021
A01271,Analytics & Data,No Footprint,0
A01271,AI & ML,Cloud,686615
A01271,Security,On-Premise,1156660
A01271,Applications,Hybrid,1450618
A01271,Integration,Hybrid,393853
A01272,Infrastructure,No Footprint,0
A01272,Database,No Footprint,0
A01272,Analytics & Data,Hybrid,469964
A01272,AI & ML,Cloud,276454
A01272,Security,No Footprint,0
A01272,Applications,No Footprint,0
A01272,Integration,Cloud,501562
A01273,Infrastructure,On-Premise,3130431
A01273,Database,On-Premise,935265
A01273,Analytics & Data,Cloud,410769
A01273,AI & ML,Cloud,825554
A01273,Security,Hybrid,2604274
A01273,Applications,On-Premise,1466257
A01273,Integration,Hybrid,563796
A01274,Infrastructure,No Footprint,0
A01274,Database,Cloud,210754
A01274,Analytics & Data,No Footprint,0
A01274,AI & ML,Cloud,1029594
A01274,Security,No Footprint,0
A01274,Applications,No Footprint,0
A01274,Integration,Hybrid,809139
A01275,Infrastructure,Hybrid,4010773
A01275,Database,Cloud,803672
A01275,Analytics & Data,Hybrid,2204764
A01275,AI & ML,Cloud,431937
A01275,Security,On-Premise,857608
A01275,Applications,Hybrid,220335
A01275,Integration,Cloud,263437
A01276,Infrastructure,No Footprint,0
A01276,Database,Hybrid,1115266
A01276,Analytics & Data,Hybrid,165908
A01276,AI & ML,No Footprint,0
A01276,Security,On-Premise,810990
A01276,Applications,No Footprint,0
A01276,Integration,Cloud,332764
A01277,Infrastructure,Cloud,233845
A01277,Database,No Footprint,0
A01277,Analytics & Data,Hybrid,1756700
A01277,AI & ML,No Footprint,0
A01277,Security,No Footprint,0
A01277,Applications,On-Premise,428933
A01277,Integration,Cloud,414872
A01278,Infrastructure,On-Premise,3096180
A01278,Database,On-Premise,852037
A01278,Analytics & Data,Cloud,1154550
A01278,AI & ML,No Footprint,0
A01278,Security,Hybrid,2261507
A01278,Applications,No Footprint,0
A01278,Integration,No Footprint,0
A01279,Infrastructure,Cloud,596366
A01279,Database,Cloud,601792
A01279,Analytics & Data,Hybrid,1953376
A01279,AI & ML,Cloud,228578
A01279,Security,Hybrid,3359339
A01279,Applications,No Footprint,0
A01279,Integration,Cloud,347648
A01280,Infrastructure,On-Premise,1128637
A01280,Database,No Footprint,0
A01280,Analytics & Data,Cloud,716584
A01280,AI & ML,Cloud,1297052
A01280,Security,No Footprint,0
A01280,Applications,Hybrid,3944603
A01280,Integration,Cloud,1058787
A01281,Infrastructure,On-Premise,1418414
A01281,Database,No Footprint,0
A01281,Analytics & Data,Cloud,335903
A01281,AI & ML,Cloud,2337237
A01281,Security,On-Premise,1037275
A01281,Applications,Hybrid,1101931
A01281,Integration,Cloud,1989202
A01282,Infrastructure,Cloud,1002470
A01282,Database,Hybrid,2341883
A01282,Analytics & Data,Hybrid,448028
A01282,AI & ML,Cloud,1037473
A01282,Security,No Footprint,0
A01282,Applications,Cloud,2837281
A01282,Integration,Cloud,1075982
A01283,Infrastructure,No Footprint,0
A01283,Database,Cloud,2130471
A01283,Analytics & Data,Hybrid,697377
A01283,AI & ML,No Footprint,0
A01283,Security,Cloud,1003059
A01283,Applications,On-Premise,584023
A01283,Integration,No Footprint,0
A01284,Infrastructure,On-Premise,1145430
A01284,Database,Hybrid,661651
A01284,Analytics & Data,Cloud,1963215
A01284,AI & ML,Cloud,3047243
A01284,Security,Cloud,536161
A01284,Applications,On-Premise,732224
A01284,Integration,Hybrid,653995
A01285,Infrastructure,No Footprint,0
A01285,Database,On-Premise,1002421
A01285,Analytics & Data,Cloud,220293
A01285,AI & ML,Cloud,1610751
A01285,Security,No Footprint,0
A01285,Applications,Hybrid,127750
A01285,Integration,Cloud,236120
A01286,Infrastructure,Cloud,428263
A01286,Database,On-Premise,138109
A01286,Analytics & Data,No Footprint,0
A01286,AI & ML,Cloud,838052
A01286,Security,Hybrid,1155093
A01286,Applications,On-Premise,1047558
A01286,Integration,Cloud,564356
A01287,Infrastructure,Hybrid,3926648
A01287,Database,Cloud,4131668
A01287,Analytics & Data,Hybrid,1381375
A01287,AI & ML,No Footprint,0
A01287,Security,No Footprint,0
A01287,Applications,Cloud,262616
A01287,Integration,Hybrid,163890
A01288,Infrastructure,No Footprint,0
A01288,Database,No Footprint,0
A01288,Analytics & Data,Cloud,2122922
A01288,AI & ML,Cloud,932611
A01288,Security,Cloud,1133812
A01288,Applications,No Footprint,0
A01288,Integration,Cloud,849676
A01289,Infrastructure,Hybrid,1528021
A01289,Database,Cloud,1947929
A01289,Analytics & Data,No Footprint,0
A01289,AI & ML,Cloud,1176652
A01289,Security,No Footprint,0
A01289,Applications,Hybrid,809214
A01289,Integration,Hybrid,429162
A01290,Infrastructure,Hybrid,1461058
A01290,Database,No Footprint,0
A01290,Analytics & Data,No Footprint,0
A01290,AI & ML,Cloud,640441
A01290,Security,Cloud,1655587
A01290,Applications,No Footprint,0
A01290,Integration,Cloud,2189764
A01291,Infrastructure,Hybrid,151871
A01291,Database,On-Premise,748812
A01291,Analytics & Data,Hybrid,1460441
A01291,AI & ML,No Footprint,0
A01291,Security,Cloud,303876
A01291,Applications,Hybrid,745206
A01291,Integration,Cloud,1474305
A01292,Infrastructure,Hybrid,148849
A01292,Database,No Footprint,0
A01292,Analytics & Data,Hybrid,835959
A01292,AI & ML,No Footprint,0
A01292,Security,Cloud,288043
A01292,Applications,On-Premise,226771
A01292,Integration,Cloud,1426503
A01293,Infrastructure,On-Premise,3494301
A01293,Database,Hybrid,460189
A01293,Analytics & Data,Cloud,574366
A01293,AI & ML,Cloud,867473
A01293,Security,Hybrid,579430
A01293,Applications,No Footprint,0
A01293,Integration,Cloud,2533494
A01294,Infrastructure,Hybrid,1020593
A01294,Database,Cloud,1382040
A01294,Analytics & Data,Cloud,656428
A01294,AI & ML,Cloud,689048
A01294,Security,Hybrid,5276024
A01294,Applications,On-Premise,325749
A01294,Integration,Hybrid,2138212
A01295,Infrastructure,No Footprint,0
A01295,Database,Hybrid,7465328
A01295,Analytics & Data,Cloud,711190
A01295,AI & ML,Cloud,3435687
A01295,Security,Hybrid,1071212
A01295,Applications,Cloud,1178816
A01295,Integration,Cloud,1240480
A01296,Infrastructure,No Footprint,0
A01296,Database,Cloud,2463722
A01296,Analytics & Data,Cloud,815212
A01296,AI & ML,No Footprint,0
A01296,Security,On-Premise,948983
A01296,Applications,Cloud,204361
A01296,Integration,Hybrid,1843127
A01297,Infrastructure,Hybrid,266386
A01297,Database,Hybrid,1575276
A01297,Analytics & Data,Hybrid,1368233
A01297,AI & ML,Cloud,290996
A01297,Security,On-Premise,1700986
A01297,Applications,No Footprint,0
A01297,Integration,Hybrid,360562
A01298,Infrastructure,On-Premise,2208408
A01298,Database,On-Premise,737159
A01298,Analytics & Data,No Footprint,0
A01298,AI & ML,Cloud,1767106
A01298,Security,No Footprint,0
A01298,Applications,Cloud,884956
A01298,Integration,Cloud,2244029
A01299,Infrastructure,Cloud,823297
A01299,Database,Cloud,504285
A01299,Analytics & Data,No Footprint,0
A01299,AI & ML,Cloud,674768
A01299,Security,No Footprint,0
A01299,Applications,Cloud,1091369
A01299,Integration,Cloud,656043
A01300,Infrastructure,No Footprint,0
A01300,Database,On-Premise,1361205
A01300,Analytics & Data,No Footprint,0
A01300,AI & ML,Cloud,1536093
A01300,Security,Cloud,975468
A01300,Applications,No Footprint,0
A01300,Integration,No Footprint,0
A01301,Infrastructure,No Footprint,0
A01301,Database,Hybrid,372223
A01301,Analytics & Data,No Footprint,0
A01301,AI & ML,Cloud,1479638
A01301,Security,Cloud,304174
A01301,Applications,Hybrid,1330712
A01301,Integration,Cloud,6098959
A01302,Infrastructure,Hybrid,1010827
A01302,Database,Hybrid,2132083
A01302,Analytics & Data,Cloud,627158
A01302,AI & ML,Cloud,1279533
A01302,Security,No Footprint,0
A01302,Applications,No Footprint,0
A01302,Integration,Hybrid,923939
A01303,Infrastructure,On-Premise,696843
A01303,Database,On-Premise,907195
A01303,Analytics & Data,No Footprint,0
A01303,AI & ML,Cloud,1760203
A01303,Security,No Footprint,0
A01303,Applications,No Footprint,0
A01303,Integration,Cloud,971174
A01304,Infrastructure,Hybrid,1313181
A01304,Database,On-Premise,2937656
A01304,Analytics & Data,Hybrid,541830
A01304,AI & ML,No Footprint,0
A01304,Security,No Footprint,0
A01304,Applications,No Footprint,0
A01304,Integration,No Footprint,0
A01305,Infrastructure,Cloud,449499
A01305,Database,Cloud,1093922
A01305,Analytics & Data,Hybrid,1063933
A01305,AI & ML,No Footprint,0
A01305,Security,Cloud,150240
A01305,Applications,No Footprint,0
A01305,Integration,Hybrid,217981
A01306,Infrastructure,No Footprint,0
A01306,Database,No Footprint,0
A01306,Analytics & Data,No Footprint,0
A01306,AI & ML,Cloud,1692140
A01306,Security,No Footprint,0
A01306,Applications,Cloud,653839
A01306,Integration,No Footprint,0
A01307,Infrastructure,On-Premise,2705682
A01307,Database,Cloud,642481
A01307,Analytics & Data,No Footprint,0
A01307,AI & ML,Cloud,141437
A01307,Security,Cloud,1246244
A01307,Applications,On-Premise,563510
A01307,Integration,Cloud,1701253
A01308,Infrastructure,Hybrid,1010806
A01308,Database,On-Premise,325883
A01308,Analytics & Data,Hybrid,494622
A01308,AI & ML,Cloud,718320
A01308,Security,Cloud,828865
A01308,Applications,On-Premise,430335
A01308,Integration,Cloud,1843113
A01309,Infrastructure,On-Premise,5735033
A01309,Database,On-Premise,658960
A01309,Analytics & Data,Cloud,300696
A01309,AI & ML,Cloud,511484
A01309,Security,On-Premise,201622
A01309,Applications,On-Premise,611719
A01309,Integration,Hybrid,994220
A01310,Infrastructure,On-Premise,208887
A01310,Database,No Footprint,0
A01310,Analytics & Data,Cloud,134408
A01310,AI & ML,Cloud,637809
A01310,Security,On-Premise,157908
A01310,Applications,No Footprint,0
A01310,Integration,No Footprint,0
A01311,Infrastructure,No Footprint,0
A01311,Database,Cloud,2565111
A01311,Analytics & Data,No Footprint,0
A01311,AI & ML,Cloud,617804
A01311,Security,On-Premise,501936
A01311,Applications,No Footprint,0
A01311,Integration,No Footprint,0
A01312,Infrastructure,Cloud,558008
A01312,Database,Hybrid,979814
A01312,Analytics & Data,No Footprint,0
A01312,AI & ML,Cloud,462910
A01312,Security,On-Premise,624092
A01312,Applications,Cloud,266049
A01312,Integration,Hybrid,604599
A01313,Infrastructure,Hybrid,699785
A01313,Database,Hybrid,336238
A01313,Analytics & Data,No Footprint,0
A01313,AI & ML,Cloud,137292
A01313,Security,On-Premise,1489797
A01313,Applications,On-Premise,1333575
A01313,Integration,No Footprint,0
A01314,Infrastructure,Hybrid,1851162
A01314,Database,No Footprint,0
A01314,Analytics & Data,Hybrid,1568221
A01314,AI & ML,Cloud,1492723
A01314,Security,Hybrid,4726556
A01314,Applications,No Footprint,0
A01314,Integration,Hybrid,453811
A01315,Infrastructure,Hybrid,312641
A01315,Database,Cloud,239311
A01315,Analytics & Data,No Footprint,0
A01315,AI & ML,Cloud,1303728
A01315,Security,On-Premise,1230608
A01315,Applications,No Footprint,0
A01315,Integration,No Footprint,0
A01316,Infrastructure,Cloud,2492380
A01316,Database,On-Premise,1487853
A01316,Analytics & Data,Cloud,185025
A01316,AI & ML,No Footprint,0
A01316,Security,On-Premise,370232
A01316,Applications,Cloud,1483514
A01316,Integration,No Footprint,0
A01317,Infrastructure,No Footprint,0
A01317,Database,No Footprint,0
A01317,Analytics & Data,No Footprint,0
A01317,AI & ML,No Footprint,0
A01317,Security,Cloud,997064
A01317,Applications,Hybrid,483979
A01317,Integration,Hybrid,706880
A01318,Infrastructure,No Footprint,0
A01318,Database,On-Premise,484517
A01318,Analytics & Data,Hybrid,490852
A01318,AI & ML,No Footprint,0
A01318,Security,No Footprint,0
A01318,Applications,No Footprint,0
A01318,Integration,Hybrid,969386
A01319,Infrastructure,Hybrid,403919
A01319,Database,Hybrid,518265
A01319,Analytics & Data,Hybrid,2630721
A01319,AI & ML,Cloud,1573884
A01319,Security,Hybrid,428318
A01319,Applications,No Footprint,0
A01319,Integration,Hybrid,1046681
A01320,Infrastructure,On-Premise,706792
A01320,Database,Cloud,843493
A01320,Analytics & Data,Cloud,368238
A01320,AI & ML,No Footprint,0
A01320,Security,Cloud,801395
A01320,Applications,Hybrid,313446
A01320,Integration,Hybrid,947896
A01321,Infrastructure,On-Premise,951374
A01321,Database,On-Premise,2360822
A01321,Analytics & Data,Hybrid,596445
A01321,AI & ML,No Footprint,0
A01321,Security,Cloud,960786
A01321,Applications,On-Premise,471412
A01321,Integration,No Footprint,0
A01322,Infrastructure,Hybrid,810837
A01322,Database,Hybrid,492472
A01322,Analytics & Data,No Footprint,0
A01322,AI & ML,No Footprint,0
A01322,Security,No Footprint,0
A01322,Applications,Hybrid,564617
A01322,Integration,Cloud,361012
A01323,Infrastructure,On-Premise,560466
A01323,Database,Cloud,1043684
A01323,Analytics & Data,No Footprint,0
A01323,AI & ML,Cloud,3299061
A01323,Security,Hybrid,490900
A01323,Applications,Hybrid,782697
A01323,Integration,No Footprint,0
A01324,Infrastructure,Hybrid,821155
A01324,Database,On-Premise,1316144
A01324,Analytics & Data,Cloud,1827412
A01324,AI & ML,Cloud,1305584
A01324,Security,On-Premise,264019
A01324,Applications,No Footprint,0
A01324,Integration,No Footprint,0
A01325,Infrastructure,On-Premise,122972
A01325,Database,On-Premise,920207
A01325,Analytics & Data,Hybrid,604949
A01325,AI & ML,No Footprint,0
A01325,Security,On-Premise,871122
A01325,Applications,On-Premise,770680
A01325,Integration,Cloud,455979
A01326,Infrastructure,Cloud,593393
A01326,Database,Hybrid,889234
A01326,Analytics & Data,Hybrid,202970
A01326,AI & ML,Cloud,472640
A01326,Security,Hybrid,294008
A01326,Applications,Cloud,245424
A01326,Integration,No Footprint,0
A01327,Infrastructure,On-Premise,492758
A01327,Database,No Footprint,0
A01327,Analytics & Data,Hybrid,1155346
A01327,AI & ML,Cloud,2002891
A01327,Security,Cloud,1744449
A01327,Applications,Hybrid,236392
A01327,Integration,No Footprint,0
A01328,Infrastructure,Cloud,457395
A01328,Database,No Footprint,0
A01328,Analytics & Data,No Footprint,0
A01328,AI & ML,Cloud,600278
A01328,Security,Hybrid,1588558
A01328,Applications,Cloud,391966
A01328,Integration,Cloud,2020020
A01329,Infrastructure,No Footprint,0
A01329,Database,Cloud,311901
A01329,Analytics & Data,Hybrid,982909
A01329,AI & ML,No Footprint,0
A01329,Security,No Footprint,0
A01329,Applications,No Footprint,0
A01329,Integration,No Footprint,0
A01330,Infrastructure,Cloud,981568
A01330,Database,On-Premise,355209
A01330,Analytics & Data,No Footprint,0
A01330,AI & ML,No Footprint,0
A01330,Security,On-Premise,440524
A01330,Applications,Cloud,998447
A01330,Integration,Hybrid,5921036
A01331,Infrastructure,Cloud,435506
A01331,Database,Cloud,1714419
A01331,Analytics & Data,Cloud,496163
A01331,AI & ML,Cloud,436931
A01331,Security,On-Premise,482397
A01331,Applications,Hybrid,956163
A01331,Integration,No Footprint,0
A01332,Infrastructure,No Footprint,0
A01332,Database,Cloud,1048814
A01332,Analytics & Data,No Footprint,0
A01332,AI & ML,Cloud,320200
A01332,Security,Hybrid,1357144
A01332,Applications,No Footprint,0
A01332,Integration,Cloud,379442
A01333,Infrastructure,Cloud,1321322
A01333,Database,On-Premise,1393563
A01333,Analytics & Data,Hybrid,756951
A01333,AI & ML,Cloud,323256
A01333,Security,No Footprint,0
A01333,Applications,Cloud,191373
A01333,Integration,Cloud,477057
A01334,Infrastructure,On-Premise,298868
A01334,Database,On-Premise,339717
A01334,Analytics & Data,Hybrid,1095114
A01334,AI & ML,No Footprint,0
A01334,Security,Hybrid,636475
A01334,Applications,On-Premise,262772
A01334,Integration,No Footprint,0
A01335,Infrastructure,Hybrid,1475491
A01335,Database,Cloud,349743
A01335,Analytics & Data,Cloud,418932
A01335,AI & ML,Cloud,898486
A01335,Security,Hybrid,595976
A01335,Applications,Hybrid,603071
A01335,Integration,Cloud,462148
A01336,Infrastructure,No Footprint,0
A01336,Database,No Footprint,0
A01336,Analytics & Data,No Footprint,0
A01336,AI & ML,Cloud,906146
A01336,Security,Hybrid,413942
A01336,Applications,Hybrid,3116576
A01336,Integration,Hybrid,549402
A01337,Infrastructure,On-Premise,1428400
A01337,Database,Hybrid,1598767
A01337,Analytics & Data,No Footprint,0
A01337,AI & ML,Cloud,3419267
A01337,Security,On-Premise,683446
A01337,Applications,On-Premise,1738826
A01337,Integration,Hybrid,400500
A01338,Infrastructure,Cloud,497248
A01338,Database,Hybrid,214091
A01338,Analytics & Data,Cloud,1523925
A01338,AI & ML,Cloud,393714
A01338,Security,On-Premise,5298014
A01338,Applications,No Footprint,0
A01338,Integration,Hybrid,248729
A01339,Infrastructure,No Footprint,0
A01339,Database,On-Premise,2168646
A01339,Analytics & Data,Hybrid,1061555
A01339,AI & ML,Cloud,449783
A01339,Security,On-Premise,2543304
A01339,Applications,Cloud,867980
A01339,Integration,No Footprint,0
A01340,Infrastructure,On-Premise,589325
A01340,Database,On-Premise,3689512
A01340,Analytics & Data,Hybrid,169102
A01340,AI & ML,Cloud,309697
A01340,Security,No Footprint,0
A01340,Applications,No Footprint,0
A01340,Integration,Cloud,3405204
A01341,Infrastructure,Hybrid,1689357
A01341,Database,Hybrid,280365
A01341,Analytics & Data,Hybrid,360633
A01341,AI & ML,No Footprint,0
A01341,Security,No Footprint,0
A01341,Applications,On-Premise,80084
A01341,Integration,Hybrid,1222098
A01342,Infrastructure,Hybrid,619392
A01342,Database,No Footprint,0
A01342,Analytics & Data,Cloud,743381
A01342,AI & ML,Cloud,288977
A01342,Security,No Footprint,0
A01342,Applications,Hybrid,482222
A01342,Integration,Cloud,376391
A01343,Infrastructure,No Footprint,0
A01343,Database,On-Premise,1226351
A01343,Analytics & Data,Hybrid,2981986
A01343,AI & ML,Cloud,1250221
A01343,Security,No Footprint,0
A01343,Applications,No Footprint,0
A01343,Integration,Cloud,826514
A01344,Infrastructure,Cloud,2299115
A01344,Database,No Footprint,0
A01344,Analytics & Data,Cloud,205144
A01344,AI & ML,Cloud,822261
A01344,Security,Hybrid,1141222
A01344,Applications,No Footprint,0
A01344,Integration,No Footprint,0
A01345,Infrastructure,Hybrid,758435
A01345,Database,Cloud,1259182
A01345,Analytics & Data,Hybrid,634697
A01345,AI & ML,Cloud,1026959
A01345,Security,No Footprint,0
A01345,Applications,Hybrid,452337
A01345,Integration,Hybrid,268622
A01346,Infrastructure,No Footprint,0
A01346,Database,Hybrid,503473
A01346,Analytics & Data,Cloud,993556
A01346,AI & ML,Cloud,379208
A01346,Security,Cloud,989224
A01346,Applications,Cloud,450527
A01346,Integration,No Footprint,0
A01347,Infrastructure,Cloud,188518
A01347,Database,No Footprint,0
A01347,Analytics & Data,No Footprint,0
A01347,AI & ML,Cloud,1243349
A01347,Security,No Footprint,0
A01347,Applications,No Footprint,0
A01347,Integration,Cloud,239436
A01348,Infrastructure,On-Premise,230748
A01348,Database,No Footprint,0
A01348,Analytics & Data,Hybrid,303319
A01348,AI & ML,Cloud,1692401
A01348,Security,On-Premise,1452115
A01348,Applications,No Footprint,0
A01348,Integration,No Footprint,0
A01349,Infrastructure,Cloud,550072
A01349,Database,Hybrid,1477906
A01349,Analytics & Data,No Footprint,0
A01349,AI & ML,Cloud,984795
A01349,Security,No Footprint,0
A01349,Applications,Hybrid,879874
A01349,Integration,Cloud,805316
A01350,Infrastructure,No Footprint,0
A01350,Database,No Footprint,0
A01350,Analytics & Data,Hybrid,1097203
A01350,AI & ML,No Footprint,0
A01350,Security,On-Premise,286827
A01350,Applications,On-Premise,1354313
A01350,Integration,No Footprint,0
A01351,Infrastructure,No Footprint,0
A01351,Database,Cloud,399391
A01351,Analytics & Data,Cloud,826125
A01351,AI & ML,Cloud,954542
A01351,Security,Cloud,153814
A01351,Applications,No Footprint,0
A01351,Integration,Cloud,1189644
A01352,Infrastructure,No Footprint,0
A01352,Database,Hybrid,2829610
A01352,Analytics & Data,No Footprint,0
A01352,AI & ML,Cloud,1102439
A01352,Security,Hybrid,448289
A01352,Applications,Hybrid,1894879
A01352,Integration,Hybrid,553603
A01353,Infrastructure,No Footprint,0
A01353,Database,On-Premise,628399
A01353,Analytics & Data,Hybrid,541318
A01353,AI & ML,Cloud,2280065
A01353,Security,No Footprint,0
A01353,Applications,Cloud,3049400
A01353,Integration,Hybrid,943141
A01354,Infrastructure,Hybrid,168202
A01354,Database,Hybrid,1857654
A01354,Analytics & Data,Cloud,1106371
A01354,AI & ML,Cloud,654169
A01354,Security,On-Premise,1322897
A01354,Applications,On-Premise,664085
A01354,Integration,No Footprint,0
A01355,Infrastructure,On-Premise,1692118
A01355,Database,On-Premise,1413420
A01355,Analytics & Data,No Footprint,0
A01355,AI & ML,Cloud,580177
A01355,Security,Hybrid,1230396
A01355,Applications,Hybrid,671351
A01355,Integration,No Footprint,0
A01356,Infrastructure,Cloud,814642
A01356,Database,No Footprint,0
A01356,Analytics & Data,No Footprint,0
A01356,AI & ML,No Footprint,0
A01356,Security,Cloud,968143
A01356,Applications,On-Premise,276864
A01356,Integration,No Footprint,0
A01357,Infrastructure,Cloud,505110
A01357,Database,Hybrid,714723
A01357,Analytics & Data,Hybrid,155540
A01357,AI & ML,Cloud,793378
A01357,Security,Hybrid,805955
A01357,Applications,On-Premise,892274
A01357,Integration,No Footprint,0
A01358,Infrastructure,Hybrid,572594
A01358,Database,Hybrid,1161432
A01358,Analytics & Data,No Footprint,0
A01358,AI & ML,Cloud,673584
A01358,Security,On-Premise,489564
A01358,Applications,On-Premise,548691
A01358,Integration,Hybrid,1697275
A01359,Infrastructure,Hybrid,1079029
A01359,Database,Cloud,318812
A01359,Analytics & Data,Cloud,1329689
A01359,AI & ML,Cloud,596201
A01359,Security,No Footprint,0
A01359,Applications,On-Premise,1107577
A01359,Integration,Hybrid,508705
A01360,Infrastructure,Hybrid,335080
A01360,Database,No Footprint,0
A01360,Analytics & Data,Hybrid,431859
A01360,AI & ML,No Footprint,0
A01360,Security,Cloud,936270
A01360,Applications,Cloud,624298
A01360,Integration,Cloud,1222799
A01361,Infrastructure,No Footprint,0
A01361,Database,Cloud,2142205
A01361,Analytics & Data,No Footprint,0
A01361,AI & ML,Cloud,408282
A01361,Security,On-Premise,1266969
A01361,Applications,On-Premise,1081094
A01361,Integration,No Footprint,0
A01362,Infrastructure,Cloud,3227903
A01362,Database,On-Premise,2760576
A01362,Analytics & Data,Hybrid,2025826
A01362,AI & ML,Cloud,808003
A01362,Security,Hybrid,998369
A01362,Applications,No Footprint,0
A01362,Integration,Cloud,2412751
A01363,Infrastructure,Cloud,2595510
A01363,Database,Cloud,1435844
A01363,Analytics & Data,Cloud,3392273
A01363,AI & ML,Cloud,1177914
A01363,Security,On-Premise,1716218
A01363,Applications,No Footprint,0
A01363,Integration,Hybrid,444390
A01364,Infrastructure,Cloud,283367
A01364,Database,No Footprint,0
A01364,Analytics & Data,Hybrid,3680835
A01364,AI & ML,Cloud,839893
A01364,Security,Hybrid,7171364
A01364,Applications,No Footprint,0
A01364,Integration,Hybrid,298757
A01365,Infrastructure,Hybrid,1476681
A01365,Database,No Footprint,0
A01365,Analytics & Data,No Footprint,0
A01365,AI & ML,No Footprint,0
A01365,Security,No Footprint,0
A01365,Applications,Hybrid,2329383
A01365,Integration,Cloud,185944
A01366,Infrastructure,Hybrid,2026532
A01366,Database,No Footprint,0
A01366,Analytics & Data,No Footprint,0
A01366,AI & ML,Cloud,1175524
A01366,Security,On-Premise,3748370
A01366,Applications,Hybrid,579953
A01366,Integration,No Footprint,0
A01367,Infrastructure,No Footprint,0
A01367,Database,On-Premise,1716800
A01367,Analytics & Data,No Footprint,0
A01367,AI & ML,Cloud,396227
A01367,Security,Cloud,234265
A01367,Applications,On-Premise,696634
A01367,Integration,Cloud,1336098
A01368,Infrastructure,Hybrid,3062604
A01368,Database,Cloud,339864
A01368,Analytics & Data,Hybrid,1937983
A01368,AI & ML,No Footprint,0
A01368,Security,No Footprint,0
A01368,Applications,On-Premise,3520976
A01368,Integration,Cloud,950827
A01369,Infrastructure,No Footprint,0
A01369,Database,Hybrid,193784
