rank,account_id,account_name,region,industry,product_family,deployment,type,score,band,pipeline,open_count,Customer fit,Customer intent,Product engagement,Product whitespace,Modernization,Competitive intensity,Product pipeline
9618,A00092,Synthetic Account 92,APAC,Energy,Applications,No Footprint,Whitespace,51.6,Emerging,4894827.0,1,89.5,4.310325,78,100,0,80,31.57967
9619,A00516,Synthetic Account 516,APAC,Automotive,Infrastructure,On-Premise,Modernization,51.6,Emerging,4642304.0,1,48.0,17.078855,92,0,85,90,29.950482
9620,A00745,Synthetic Account 745,Latin America,Manufacturing,Applications,Cloud,Competitive,51.6,Emerging,4482321.0,1,69.5,47.002852,92,0,20,86,28.918329
9621,A00760,Synthetic Account 760,EMEA,Retail,AI & ML,Cloud,Competitive,51.6,Emerging,3973963.0,1,48.0,82.453797,78,0,20,82,25.638585
9622,A02405,Synthetic Account 2405,EMEA,Public Sector,Database,Hybrid,Modernization,51.6,Emerging,3693275.0,1,56.0,79.638467,82,0,65,0,23.827687
9623,A01627,Synthetic Account 1627,Latin America,Consumer Goods,Analytics & Data,No Footprint,Whitespace,51.6,Emerging,3328173.0,1,48.0,86.718819,50,100,0,50,21.472179
9624,A00578,Synthetic Account 578,EMEA,Automotive,Security,On-Premise,Expansion,51.6,Emerging,3029955.0,1,76.0,73.033795,49,0,55,42,19.548184
9625,A00413,Synthetic Account 413,Latin America,Technology,Applications,Hybrid,Modernization,51.6,Emerging,2482694.0,1,48.0,83.580706,58,0,65,52,16.017452
9626,A01165,Synthetic Account 1165,EMEA,Technology,AI & ML,No Footprint,Whitespace,51.6,Emerging,2235791.0,1,76.0,55.334695,51,100,0,62,14.424522
9627,A00180,Synthetic Account 180,Latin America,Consumer Goods,AI & ML,Cloud,Competitive,51.6,Emerging,0,0,56.0,84.175306,77,0,20,90,0.0
9628,A00232,Synthetic Account 232,North America,Financial Services,Applications,No Footprint,Whitespace,51.6,Emerging,0,0,75.5,49.403903,67,100,0,66,0.0
9629,A00260,Synthetic Account 260,North America,Financial Services,Analytics & Data,No Footprint,Whitespace,51.6,Emerging,0,0,83.5,68.508282,50,100,0,37,0.0
9630,A00291,Synthetic Account 291,Latin America,Financial Services,Security,Hybrid,Modernization,51.6,Emerging,0,0,83.5,83.127677,57,0,65,0,0.0
9631,A00391,Synthetic Account 391,Latin America,Automotive,Database,Hybrid,Modernization,51.6,Emerging,0,0,80.5,49.267995,61,0,65,67,0.0
9632,A00453,Synthetic Account 453,APAC,Manufacturing,Security,On-Premise,Modernization,51.6,Emerging,0,0,89.5,54.621175,67,0,85,0,0.0
9633,A00706,Synthetic Account 706,EMEA,Healthcare,Applications,On-Premise,Modernization,51.6,Emerging,0,0,83.5,35.911417,63,0,85,55,0.0
9634,A00800,Synthetic Account 800,EMEA,Consumer Goods,AI & ML,Cloud,Competitive,51.6,Emerging,0,0,48.0,82.957791,94,0,20,83,0.0
9635,A00903,Synthetic Account 903,EMEA,Public Sector,Integration,Hybrid,Modernization,51.6,Emerging,0,0,56.0,53.239438,81,0,65,79,0.0
9636,A00968,Synthetic Account 968,APAC,Consumer Goods,Analytics & Data,Cloud,Competitive,51.6,Emerging,0,0,48.0,91.152836,77,0,20,92,0.0
9637,A01163,Synthetic Account 1163,APAC,Telecommunications,Applications,No Footprint,Whitespace,51.6,Emerging,0,0,89.5,75.532005,37,100,0,30,0.0
9638,A01412,Synthetic Account 1412,North America,Retail,Database,On-Premise,Modernization,51.6,Emerging,0,0,76.0,68.598888,66,0,85,0,0.0
9639,A01531,Synthetic Account 1531,APAC,Consumer Goods,Database,Hybrid,Modernization,51.6,Emerging,0,0,70.0,69.618202,93,0,65,0,0.0
9640,A01888,Synthetic Account 1888,North America,Telecommunications,Database,On-Premise,Modernization,51.6,Emerging,0,0,61.5,69.187825,60,0,85,37,0.0
9641,A02084,Synthetic Account 2084,North America,Automotive,Security,No Footprint,Whitespace,51.6,Emerging,0,0,62.0,36.489028,88,100,0,87,0.0
9642,A02175,Synthetic Account 2175,North America,Energy,Analytics & Data,Hybrid,Modernization,51.6,Emerging,0,0,69.5,76.862777,60,0,65,36,0.0
9643,A02244,Synthetic Account 2244,Latin America,Technology,Database,No Footprint,Whitespace,51.6,Emerging,0,0,62.0,86.849065,48,100,0,46,0.0
9644,A02271,Synthetic Account 2271,North America,Public Sector,Applications,No Footprint,Whitespace,51.6,Emerging,0,0,56.0,69.578562,71,100,0,58,0.0
9645,A02383,Synthetic Account 2383,APAC,Manufacturing,Analytics & Data,Hybrid,Modernization,51.6,Emerging,0,0,83.5,49.285873,70,0,65,48,0.0
9646,A02523,Synthetic Account 2523,Latin America,Retail,Security,On-Premise,Modernization,51.6,Emerging,0,0,62.0,55.929295,73,0,85,43,0.0
9647,A02526,Synthetic Account 2526,North America,Healthcare,AI & ML,Cloud,Expansion,51.6,Emerging,0,0,89.5,86.554596,89,0,20,0,0.0
9648,A02560,Synthetic Account 2560,EMEA,Public Sector,Analytics & Data,Hybrid,Modernization,51.6,Emerging,0,0,76.0,68.836728,86,0,65,0,0.0
9649,A02566,Synthetic Account 2566,Latin America,Healthcare,AI & ML,No Footprint,Whitespace,51.6,Emerging,0,0,69.5,83.60902,46,100,0,41,0.0
9650,A02920,Synthetic Account 2920,North America,Manufacturing,Security,Cloud,Competitive,51.5,Emerging,10802295.0,1,69.5,38.040651,76,0,20,86,69.692536
9651,A00233,Synthetic Account 233,Latin America,Automotive,Analytics & Data,Cloud,Competitive,51.5,Emerging,10232295.0,1,62.0,36.081302,91,0,20,86,66.0151
9652,A00696,Synthetic Account 696,EMEA,Public Sector,Integration,Hybrid,Modernization,51.5,Emerging,8279517.0,1,62.0,54.151158,88,0,65,0,53.416476
9653,A00860,Synthetic Account 860,EMEA,Automotive,Database,Hybrid,Modernization,51.5,Emerging,7970189.0,1,70.0,6.672626,87,0,65,82,51.420803
9654,A01456,Synthetic Account 1456,EMEA,Public Sector,Integration,Cloud,Competitive,51.5,Emerging,7649398.0,1,76.0,39.462918,89,0,20,71,49.351175
9655,A01724,Synthetic Account 1724,EMEA,Consumer Goods,Security,On-Premise,Modernization,51.5,Emerging,7533578.0,1,48.0,54.179472,90,0,85,0,48.603945
9656,A01720,Synthetic Account 1720,EMEA,Consumer Goods,Integration,No Footprint,Whitespace,51.5,Emerging,7149113.0,1,48.0,72.076772,86,100,0,0,46.123515
9657,A02463,Synthetic Account 2463,APAC,Consumer Goods,Database,Cloud,Competitive,51.5,Emerging,6362165.0,1,70.0,46.764122,78,0,20,93,41.046409
9658,A00125,Synthetic Account 125,North America,Retail,AI & ML,Cloud,Expansion,51.5,Emerging,4357608.0,1,76.0,90.813065,82,0,20,0,28.113725
9659,A02855,Synthetic Account 2855,North America,Financial Services,Security,Cloud,Competitive,51.5,Emerging,4322747.0,1,75.5,51.852038,78,0,20,85,27.888814
9660,A02365,Synthetic Account 2365,North America,Technology,AI & ML,Cloud,Competitive,51.5,Emerging,4093445.0,1,76.0,49.99373,84,0,20,81,26.40944
9661,A02205,Synthetic Account 2205,Latin America,Public Sector,Integration,Cloud,Competitive,51.5,Emerging,4050225.0,1,56.0,82.476449,76,0,20,68,26.1306
9662,A02735,Synthetic Account 2735,APAC,Retail,Analytics & Data,Cloud,Competitive,51.5,Emerging,3758000.0,1,56.0,69.527596,88,0,20,78,24.245269
9663,A02491,Synthetic Account 2491,North America,Financial Services,Security,On-Premise,Expansion,51.5,Emerging,1396906.0,1,83.5,86.356396,56,0,55,0,9.012337
9664,A00642,Synthetic Account 642,APAC,Automotive,AI & ML,No Footprint,Whitespace,51.5,Emerging,1267006.0,1,86.5,38.205764,66,100,0,58,8.174269
9665,A02919,Synthetic Account 2919,Latin America,Automotive,Infrastructure,Cloud,Expansion,51.5,Emerging,1160820.0,1,76.0,87.290768,67,0,20,50,7.489195
9666,A00091,Synthetic Account 91,Latin America,Energy,Applications,Cloud,Expansion,51.5,Emerging,1124783.0,1,94.0,99.954697,60,0,20,0,7.256697
9667,A00058,Synthetic Account 58,APAC,Consumer Goods,Analytics & Data,No Footprint,Whitespace,51.5,Emerging,0,0,86.5,52.292851,49,100,0,64,0.0
9668,A00165,Synthetic Account 165,EMEA,Retail,Infrastructure,No Footprint,Whitespace,51.5,Emerging,0,0,70.0,34.886439,88,100,0,73,0.0
9669,A00183,Synthetic Account 183,APAC,Automotive,Infrastructure,Hybrid,Modernization,51.5,Emerging,0,0,80.5,86.950996,55,0,65,0,0.0
9670,A00207,Synthetic Account 207,Latin America,Automotive,Database,On-Premise,Modernization,51.5,Emerging,0,0,48.0,91.125412,73,0,85,0,0.0
9671,A00314,Synthetic Account 314,APAC,Manufacturing,Infrastructure,No Footprint,Whitespace,51.5,Emerging,0,0,69.5,94.29095,58,100,0,0,0.0
9672,A00385,Synthetic Account 385,North America,Telecommunications,Integration,No Footprint,Whitespace,51.5,Emerging,0,0,69.5,94.319264,58,100,0,0,0.0
9673,A00419,Synthetic Account 419,APAC,Automotive,Analytics & Data,Hybrid,Modernization,51.5,Emerging,0,0,76.0,53.358358,69,0,65,55,0.0
9674,A00575,Synthetic Account 575,EMEA,Automotive,Analytics & Data,Hybrid,Modernization,51.5,Emerging,0,0,48.0,57.453494,83,0,65,82,0.0
9675,A00682,Synthetic Account 682,North America,Energy,Applications,Hybrid,Modernization,51.5,Emerging,0,0,89.5,47.784326,66,0,65,44,0.0
9676,A00886,Synthetic Account 886,APAC,Telecommunications,Analytics & Data,Hybrid,Modernization,51.5,Emerging,0,0,89.5,53.720781,45,0,65,64,0.0
9677,A00914,Synthetic Account 914,APAC,Technology,Integration,Cloud,Competitive,51.5,Emerging,0,0,62.0,78.97025,79,0,20,85,0.0
9678,A01134,Synthetic Account 1134,Latin America,Public Sector,Analytics & Data,No Footprint,Whitespace,51.5,Emerging,0,0,76.0,55.430964,58,100,0,65,0.0
9679,A01321,Synthetic Account 1321,North America,Automotive,Database,On-Premise,Modernization,51.5,Emerging,0,0,70.0,43.439134,70,0,85,56,0.0
9680,A01594,Synthetic Account 1594,EMEA,Consumer Goods,Analytics & Data,Cloud,Competitive,51.5,Emerging,0,0,56.0,80.108484,88,0,20,81,0.0
9681,A01647,Synthetic Account 1647,APAC,Manufacturing,Infrastructure,No Footprint,Whitespace,51.5,Emerging,0,0,94.0,99.903731,18,100,0,0,0.0
9682,A01655,Synthetic Account 1655,EMEA,Financial Services,Analytics & Data,No Footprint,Whitespace,51.5,Emerging,0,0,100.0,72.473172,47,100,0,0,0.0
9683,A01656,Synthetic Account 1656,APAC,Healthcare,Database,Hybrid,Modernization,51.5,Emerging,0,0,100.0,78.879644,40,0,65,0,0.0
9684,A01837,Synthetic Account 1837,North America,Retail,Security,Cloud,Competitive,51.5,Emerging,0,0,48.0,83.880837,90,0,20,86,0.0
9685,A02191,Synthetic Account 2191,Latin America,Consumer Goods,AI & ML,Cloud,Competitive,51.5,Emerging,0,0,48.0,87.709819,87,0,20,83,0.0
9686,A02193,Synthetic Account 2193,APAC,Financial Services,Security,Cloud,Competitive,51.5,Emerging,0,0,89.5,68.955648,70,0,20,63,0.0
9687,A02223,Synthetic Account 2223,Latin America,Retail,Analytics & Data,No Footprint,Whitespace,51.5,Emerging,0,0,62.0,72.660047,71,100,0,39,0.0
9688,A02646,Synthetic Account 2646,Latin America,Healthcare,Integration,Hybrid,Modernization,51.5,Emerging,0,0,75.5,72.620407,52,0,65,43,0.0
9689,A02716,Synthetic Account 2716,North America,Healthcare,AI & ML,Cloud,Competitive,51.5,Emerging,0,0,89.5,48.027829,89,0,20,76,0.0
9690,A02843,Synthetic Account 2843,Latin America,Energy,Applications,Hybrid,Modernization,51.5,Emerging,0,0,83.5,54.689129,67,0,65,41,0.0
9691,A02886,Synthetic Account 2886,Latin America,Public Sector,Database,No Footprint,Whitespace,51.5,Emerging,0,0,76.0,90.751663,54,100,0,0,0.0
9692,A01458,Synthetic Account 1458,APAC,Energy,Infrastructure,Cloud,Competitive,51.4,Emerging,11063589.0,1,61.5,37.877318,86,0,20,85,71.378311
9693,A00715,Synthetic Account 715,North America,Telecommunications,Infrastructure,Hybrid,Modernization,51.4,Emerging,10744997.0,1,75.5,1.438366,81,0,65,72,69.32287
9694,A02971,Synthetic Account 2971,Latin America,Telecommunications,Database,Cloud,Competitive,51.4,Emerging,10137574.0,1,69.5,35.011022,85,0,20,82,65.403994
9695,A02006,Synthetic Account 2006,Latin America,Retail,Security,On-Premise,Modernization,51.4,Emerging,10132564.0,1,48.0,3.585479,91,0,85,81,65.371672
9696,A00888,Synthetic Account 888,North America,Automotive,Integration,Cloud,Expansion,51.4,Emerging,9917218.0,1,56.0,87.500293,89,0,20,0,63.982336
9697,A00002,Synthetic Account 2,Latin America,Manufacturing,Infrastructure,Cloud,Competitive,51.4,Emerging,9795884.0,1,69.5,34.852462,92,0,20,74,63.199533
9698,A01630,Synthetic Account 1630,APAC,Energy,Applications,Cloud,Competitive,51.4,Emerging,8712444.0,1,61.5,45.51263,88,0,20,82,56.209566
9699,A01852,Synthetic Account 1852,EMEA,Energy,Integration,Cloud,Competitive,51.4,Emerging,8706844.0,1,69.5,41.5081,92,0,20,68,56.173437
9700,A00451,Synthetic Account 451,Latin America,Technology,AI & ML,Cloud,Expansion,51.4,Emerging,7927452.0,1,70.0,75.883102,94,0,20,0,51.145079
9701,A02129,Synthetic Account 2129,North America,Energy,Integration,Cloud,Competitive,51.4,Emerging,6677615.0,1,75.5,51.970068,78,0,20,69,43.081579
9702,A01397,Synthetic Account 1397,APAC,Technology,AI & ML,Cloud,Expansion,51.4,Emerging,5984905.0,1,76.0,80.855981,88,0,20,0,38.612462
9703,A02930,Synthetic Account 2930,North America,Retail,Security,Cloud,Expansion,51.4,Emerging,5667121.0,1,76.0,87.149196,81,0,20,0,36.562234
9704,A01390,Synthetic Account 1390,EMEA,Financial Services,Integration,Hybrid,Modernization,51.4,Emerging,5188726.0,1,69.5,55.113844,89,0,65,0,33.475801
9705,A01226,Synthetic Account 1226,EMEA,Retail,Integration,Cloud,Competitive,51.4,Emerging,4730252.0,1,56.0,56.388877,94,0,20,88,30.517891
9706,A00799,Synthetic Account 799,EMEA,Healthcare,Analytics & Data,Cloud,Competitive,51.4,Emerging,4669165.0,1,61.5,57.170351,85,0,20,89,30.123779
9707,A02626,Synthetic Account 2626,EMEA,Retail,Security,Cloud,Competitive,51.4,Emerging,4140997.0,1,76.0,42.323551,91,0,20,84,26.716229
9708,A01115,Synthetic Account 1115,Latin America,Automotive,AI & ML,Cloud,Competitive,51.4,Emerging,3874688.0,1,76.0,51.137628,88,0,20,73,24.998098
9709,A00088,Synthetic Account 88,EMEA,Retail,Analytics & Data,Hybrid,Modernization,51.4,Emerging,3873479.0,1,48.0,53.839701,78,0,65,71,24.990298
9710,A02860,Synthetic Account 2860,North America,Technology,Infrastructure,Cloud,Competitive,51.4,Emerging,3698352.0,1,48.0,79.491233,76,0,20,91,23.860442
9711,A02569,Synthetic Account 2569,Latin America,Energy,Analytics & Data,No Footprint,Whitespace,51.4,Emerging,3496673.0,1,89.5,38.052867,91,100,0,0,22.559281
9712,A02792,Synthetic Account 2792,EMEA,Technology,Applications,No Footprint,Whitespace,51.4,Emerging,2811769.0,1,76.0,44.566933,62,100,0,62,18.140526
9713,A00501,Synthetic Account 501,Latin America,Retail,Analytics & Data,Hybrid,Modernization,51.4,Emerging,2728946.0,1,76.0,44.057276,64,0,65,63,17.606182
9714,A01617,Synthetic Account 1617,APAC,Technology,Security,Hybrid,Modernization,51.4,Emerging,2412886.0,1,76.0,48.878147,58,0,65,64,15.567076
9715,A02507,Synthetic Account 2507,Latin America,Public Sector,Infrastructure,Hybrid,Modernization,51.4,Emerging,2151474.0,1,70.0,54.711781,58,0,65,66,13.880539
9716,A01645,Synthetic Account 1645,North America,Financial Services,Security,On-Premise,Modernization,51.4,Emerging,799193.0,1,61.5,83.642997,61,0,85,0,5.156107
9717,A00041,Synthetic Account 41,North America,Retail,Applications,No Footprint,Whitespace,51.4,Emerging,0,0,62.0,91.233006,72,100,0,0,0.0
9718,A00112,Synthetic Account 112,APAC,Retail,Analytics & Data,No Footprint,Whitespace,51.4,Emerging,0,0,80.5,87.483305,52,100,0,0,0.0
9719,A00157,Synthetic Account 157,EMEA,Public Sector,Applications,Hybrid,Modernization,51.4,Emerging,0,0,76.0,55.511134,70,0,65,48,0.0
9720,A00291,Synthetic Account 291,Latin America,Financial Services,Analytics & Data,No Footprint,Whitespace,51.4,Emerging,0,0,83.5,83.127677,54,100,0,0,0.0
9721,A00719,Synthetic Account 719,Latin America,Energy,AI & ML,No Footprint,Whitespace,51.4,Emerging,0,0,83.5,59.225968,47,100,0,58,0.0
9722,A01103,Synthetic Account 1103,North America,Automotive,AI & ML,Cloud,Competitive,51.4,Emerging,0,0,48.0,89.913561,79,0,20,90,0.0
9723,A01126,Synthetic Account 1126,North America,Manufacturing,Applications,On-Premise,Modernization,51.4,Emerging,0,0,61.5,48.820629,73,0,85,56,0.0
9724,A01223,Synthetic Account 1223,EMEA,Automotive,Applications,On-Premise,Modernization,51.4,Emerging,0,0,76.0,41.292911,64,0,85,56,0.0
9725,A01231,Synthetic Account 1231,EMEA,Healthcare,Database,On-Premise,Modernization,51.4,Emerging,0,0,61.5,57.730974,67,0,85,48,0.0
9726,A01319,Synthetic Account 1319,North America,Public Sector,Database,Hybrid,Modernization,51.4,Emerging,0,0,86.5,90.264658,42,0,65,0,0.0
9727,A01416,Synthetic Account 1416,EMEA,Telecommunications,AI & ML,Cloud,Competitive,51.4,Emerging,0,0,83.5,90.881909,47,0,20,65,0.0
9728,A01452,Synthetic Account 1452,North America,Retail,Applications,No Footprint,Whitespace,51.4,Emerging,0,0,86.5,37.97925,70,100,0,60,0.0
9729,A01571,Synthetic Account 1571,Latin America,Manufacturing,Security,Cloud,Competitive,51.4,Emerging,0,0,75.5,90.360926,57,0,20,67,0.0
9730,A01586,Synthetic Account 1586,North America,Financial Services,AI & ML,Cloud,Expansion,51.4,Emerging,0,0,89.5,94.783618,77,0,20,0,0.0
9731,A01664,Synthetic Account 1664,EMEA,Automotive,Infrastructure,Hybrid,Modernization,51.4,Emerging,0,0,70.0,70.269431,46,0,65,67,0.0
9732,A01694,Synthetic Account 1694,North America,Financial Services,AI & ML,No Footprint,Whitespace,51.4,Emerging,0,0,89.5,79.785701,50,100,0,0,0.0
9733,A01709,Synthetic Account 1709,APAC,Automotive,Security,No Footprint,Whitespace,51.4,Emerging,0,0,86.5,86.877379,45,100,0,0,0.0
9734,A01822,Synthetic Account 1822,EMEA,Financial Services,Analytics & Data,Hybrid,Modernization,51.4,Emerging,0,0,89.5,42.821883,58,0,65,65,0.0
9735,A01824,Synthetic Account 1824,EMEA,Healthcare,Database,Hybrid,Modernization,51.4,Emerging,0,0,61.5,79.864981,62,0,65,41,0.0
9736,A01832,Synthetic Account 1832,APAC,Consumer Goods,Integration,No Footprint,Whitespace,51.4,Emerging,0,0,76.0,59.780928,59,100,0,54,0.0
9737,A01932,Synthetic Account 1932,EMEA,Technology,Integration,Cloud,Expansion,51.4,Emerging,0,0,76.0,90.677156,66,0,20,52,0.0
9738,A01998,Synthetic Account 1998,North America,Telecommunications,Database,Hybrid,Modernization,51.4,Emerging,0,0,61.5,87.024613,54,0,65,38,0.0
9739,A02008,Synthetic Account 2008,Latin America,Healthcare,AI & ML,No Footprint,Whitespace,51.4,Emerging,0,0,89.5,46.724482,53,100,0,62,0.0
9740,A02387,Synthetic Account 2387,EMEA,Energy,Database,Cloud,Competitive,51.4,Emerging,0,0,89.5,51.805845,88,0,20,69,0.0
9741,A02636,Synthetic Account 2636,APAC,Energy,Database,On-Premise,Competitive,51.4,Emerging,0,0,89.5,55.312934,53,0,55,62,0.0
9742,A01289,Synthetic Account 1289,EMEA,Technology,AI & ML,Cloud,Competitive,51.3,Emerging,11006826.0,1,70.0,36.942057,79,0,20,80,71.012097
9743,A01723,Synthetic Account 1723,Latin America,Energy,Security,No Footprint,Whitespace,51.3,Emerging,10905310.0,1,61.5,51.297078,78,100,0,0,70.357152
9744,A00108,Synthetic Account 108,North America,Public Sector,AI & ML,Cloud,Competitive,51.3,Emerging,10597904.0,1,48.0,58.05942,90,0,20,68,68.373879
9745,A01582,Synthetic Account 1582,North America,Telecommunications,Database,On-Premise,Modernization,51.3,Emerging,9856203.0,1,69.5,33.595308,77,0,85,0,63.58869
9746,A00581,Synthetic Account 581,APAC,Financial Services,Applications,No Footprint,Whitespace,51.3,Emerging,9566431.0,1,69.5,47.472869,78,100,0,0,61.719184
9747,A01256,Synthetic Account 1256,North America,Financial Services,Integration,Cloud,Expansion,51.3,Emerging,9481257.0,1,75.5,77.038325,78,0,20,0,61.169672
9748,A02891,Synthetic Account 2891,EMEA,Financial Services,Infrastructure,Hybrid,Modernization,51.3,Emerging,8201404.0,1,61.5,50.101325,93,0,65,0,52.912519
9749,A00736,Synthetic Account 736,Latin America,Retail,Infrastructure,Cloud,Competitive,51.3,Emerging,6120503.0,1,70.0,47.552149,81,0,20,87,39.487292
9750,A02483,Synthetic Account 2483,APAC,Consumer Goods,AI & ML,Cloud,Competitive,51.3,Emerging,5326385.0,1,76.0,51.873799,83,0,20,68,34.363927
9751,A01759,Synthetic Account 1759,APAC,Technology,Applications,No Footprint,Whitespace,51.3,Emerging,4718416.0,1,48.0,41.978117,77,100,0,87,30.441529
9752,A00413,Synthetic Account 413,Latin America,Technology,Infrastructure,No Footprint,Whitespace,51.3,Emerging,4581913.0,1,48.0,83.580706,80,100,0,0,29.560861
9753,A01332,Synthetic Account 1332,North America,Automotive,Security,Hybrid,Modernization,51.3,Emerging,4314450.0,1,56.0,38.630478,85,0,65,71,27.835285
9754,A00702,Synthetic Account 702,North America,Consumer Goods,AI & ML,Cloud,Competitive,51.3,Emerging,3830728.0,1,80.5,43.587259,80,0,20,90,24.714484
9755,A02206,Synthetic Account 2206,North America,Manufacturing,Security,Cloud,Expansion,51.3,Emerging,3602160.0,1,61.5,98.521994,93,0,20,0,23.239845
9756,A02652,Synthetic Account 2652,EMEA,Public Sector,Infrastructure,Hybrid,Modernization,51.3,Emerging,3250465.0,1,80.5,79.225078,50,0,65,0,20.970835
9757,A00130,Synthetic Account 130,EMEA,Technology,Database,Hybrid,Modernization,51.3,Emerging,3012339.0,1,62.0,98.346446,50,0,65,0,19.434532
9758,A01968,Synthetic Account 1968,APAC,Telecommunications,Integration,Hybrid,Modernization,51.3,Emerging,2842630.0,1,89.5,37.350672,70,0,65,38,18.33963
9759,A01986,Synthetic Account 1986,EMEA,Healthcare,Infrastructure,Hybrid,Modernization,51.3,Emerging,2831540.0,1,61.5,90.717686,62,0,65,0,18.268081
9760,A01551,Synthetic Account 1551,Latin America,Automotive,Applications,On-Premise,Modernization,51.3,Emerging,1735194.0,1,62.0,76.489028,65,0,85,0,11.19485
9761,A00391,Synthetic Account 391,Latin America,Automotive,Applications,Hybrid,Modernization,51.3,Emerging,1442906.0,1,80.5,49.267995,68,0,65,45,9.309112
9762,A01383,Synthetic Account 1383,EMEA,Consumer Goods,Database,Hybrid,Modernization,51.3,Emerging,1174832.0,1,62.0,90.943311,68,0,65,0,7.579595
9763,A02816,Synthetic Account 2816,APAC,Healthcare,Applications,On-Premise,Modernization,51.3,Emerging,978575.0,1,89.5,53.743432,62,0,85,0,6.313415
9764,A00078,Synthetic Account 78,EMEA,Technology,AI & ML,Cloud,Competitive,51.3,Emerging,0,0,70.0,89.670058,65,0,20,66,0.0
9765,A00212,Synthetic Account 212,APAC,Technology,Integration,No Footprint,Whitespace,51.3,Emerging,0,0,48.0,91.125412,59,100,0,46,0.0
9766,A00421,Synthetic Account 421,APAC,Energy,Infrastructure,No Footprint,Whitespace,51.3,Emerging,0,0,100.0,56.110507,67,100,0,0,0.0
9767,A00452,Synthetic Account 452,EMEA,Technology,Applications,Cloud,Competitive,51.3,Emerging,0,0,48.0,83.546729,93,0,20,80,0.0
9768,A00725,Synthetic Account 725,North America,Energy,Infrastructure,Hybrid,Modernization,51.3,Emerging,0,0,69.5,40.629467,85,0,65,68,0.0
9769,A00775,Synthetic Account 775,Latin America,Public Sector,Analytics & Data,Cloud,Competitive,51.3,Emerging,0,0,56.0,75.922742,88,0,20,87,0.0
9770,A00847,Synthetic Account 847,APAC,Financial Services,AI & ML,Cloud,Expansion,51.3,Emerging,0,0,89.5,72.863909,71,0,20,52,0.0
9771,A01075,Synthetic Account 1075,EMEA,Technology,Analytics & Data,No Footprint,Whitespace,51.3,Emerging,0,0,86.5,75.701891,59,100,0,0,0.0
9772,A01080,Synthetic Account 1080,EMEA,Energy,Integration,No Footprint,Whitespace,51.3,Emerging,0,0,69.5,90.604429,62,100,0,0,0.0
9773,A01170,Synthetic Account 1170,Latin America,Energy,Analytics & Data,Hybrid,Modernization,51.3,Emerging,0,0,61.5,79.423278,51,0,65,57,0.0
9774,A01190,Synthetic Account 1190,EMEA,Retail,AI & ML,Cloud,Competitive,51.3,Emerging,0,0,56.0,83.286237,80,0,20,84,0.0
9775,A01204,Synthetic Account 1204,EMEA,Technology,Security,Hybrid,Modernization,51.3,Emerging,0,0,48.0,89.839943,93,0,65,0,0.0
9776,A01559,Synthetic Account 1559,APAC,Healthcare,Integration,Hybrid,Modernization,51.3,Emerging,0,0,61.5,51.675599,76,0,65,75,0.0
9777,A02057,Synthetic Account 2057,Latin America,Automotive,Database,On-Premise,Modernization,51.3,Emerging,0,0,62.0,72.388229,78,0,85,0,0.0
9778,A02651,Synthetic Account 2651,EMEA,Manufacturing,Applications,No Footprint,Whitespace,51.3,Emerging,0,0,69.5,56.036889,69,100,0,58,0.0
9779,A02753,Synthetic Account 2753,Latin America,Energy,Applications,No Footprint,Whitespace,51.3,Emerging,0,0,75.5,52.179593,71,100,0,51,0.0
9780,A02956,Synthetic Account 2956,Latin America,Technology,Infrastructure,No Footprint,Whitespace,51.3,Emerging,0,0,48.0,83.354192,65,100,0,53,0.0
9781,A02854,Synthetic Account 2854,North America,Retail,Security,Cloud,Competitive,51.2,Emerging,10130647.0,1,70.0,37.747073,84,0,20,75,65.359304
9782,A00836,Synthetic Account 836,North America,Automotive,Analytics & Data,No Footprint,Whitespace,51.2,Emerging,10011263.0,1,48.0,56.145374,93,100,0,0,64.589081
9783,A02741,Synthetic Account 2741,North America,Telecommunications,AI & ML,Cloud,Competitive,51.2,Emerging,9006308.0,1,61.5,49.534149,81,0,20,80,58.105472
9784,A01221,Synthetic Account 1221,APAC,Consumer Goods,Infrastructure,Cloud,Expansion,51.2,Emerging,8465034.0,1,86.5,69.386025,77,0,20,0,54.613366
9785,A00915,Synthetic Account 915,North America,Consumer Goods,Applications,Cloud,Expansion,51.2,Emerging,7282243.0,1,76.0,77.151583,86,0,20,0,46.982422
9786,A02654,Synthetic Account 2654,Latin America,Healthcare,Integration,Hybrid,Modernization,51.2,Emerging,4999596.0,1,89.5,41.610031,80,0,65,0,32.255602
9787,A01354,Synthetic Account 1354,Latin America,Consumer Goods,AI & ML,Cloud,Expansion,51.2,Emerging,4626322.0,1,76.0,87.166185,84,0,20,0,29.847372
9788,A00868,Synthetic Account 868,Latin America,Automotive,AI & ML,Cloud,Competitive,51.2,Emerging,4440106.0,1,76.0,50.486399,85,0,20,73,28.645973
9789,A01612,Synthetic Account 1612,North America,Automotive,Database,Hybrid,Modernization,51.2,Emerging,4381526.0,1,56.0,73.577429,85,0,65,0,28.268036
9790,A02262,Synthetic Account 2262,EMEA,Retail,AI & ML,Cloud,Competitive,51.2,Emerging,4249173.0,1,48.0,73.107412,86,0,20,83,27.414141
9791,A00563,Synthetic Account 563,APAC,Manufacturing,Infrastructure,On-Premise,Competitive,51.2,Emerging,2934504.0,1,89.5,52.224896,45,0,55,60,18.932368
