account_id,product_family,competitor,intensity
A01674,Integration,Competitor D,72
A01675,Database,Competitor D,62
A01675,Analytics & Data,Competitor B,63
A01675,Integration,Competitor D,82
A01676,Infrastructure,Competitor B,77
A01676,Analytics & Data,Competitor D,55
A01676,Applications,Competitor D,56
A01677,Infrastructure,Competitor C,99
A01677,Database,Competitor A,97
A01677,Analytics & Data,Competitor C,100
A01677,AI & ML,Competitor C,84
A01677,Applications,Competitor B,86
A01677,Integration,Competitor B,99
A01678,Infrastructure,Competitor B,86
A01678,Database,Competitor C,100
A01678,Analytics & Data,Competitor D,73
A01678,Security,Competitor C,74
A01678,Applications,Competitor D,16
A01678,Integration,Competitor A,77
A01679,Infrastructure,Competitor B,86
A01679,Database,Competitor C,100
A01679,Security,Competitor D,80
A01679,Applications,Competitor B,64
A01680,Database,Competitor D,99
A01680,Applications,Competitor D,67
A01680,Integration,Competitor A,46
A01681,Database,Competitor D,76
A01681,Security,Competitor A,82
A01681,Applications,Competitor B,100
A01681,Integration,Competitor D,66
A01682,Infrastructure,Competitor C,98
A01682,Analytics & Data,Competitor C,51
A01682,Security,Competitor A,46
A01682,Integration,Competitor C,62
A01683,Infrastructure,Competitor A,25
A01683,Database,Competitor B,42
A01683,Analytics & Data,Competitor D,22
A01683,AI & ML,Competitor B,97
A01683,Security,Competitor B,50
A01683,Applications,Competitor A,77
A01683,Integration,Competitor D,58
A01684,Database,Competitor A,45
A01684,Applications,Competitor C,14
A01685,Infrastructure,Competitor B,39
A01685,Database,Competitor D,70
A01685,Analytics & Data,Competitor B,83
A01685,Security,Competitor B,77
A01686,Infrastructure,Competitor C,99
A01686,Database,Competitor D,71
A01686,Analytics & Data,Competitor A,99
A01686,AI & ML,Competitor D,60
A01686,Security,Competitor B,100
A01686,Applications,Competitor B,99
A01687,Infrastructure,Competitor C,72
A01687,AI & ML,Competitor B,100
A01687,Security,Competitor B,93
A01687,Applications,Competitor B,76
A01687,Integration,Competitor C,77
A01688,Analytics & Data,Competitor B,24
A01688,AI & ML,Competitor D,20
A01688,Security,Competitor B,13
A01689,Infrastructure,Competitor A,97
A01689,Database,Competitor B,52
A01689,Analytics & Data,Competitor C,70
A01689,AI & ML,Competitor B,97
A01689,Security,Competitor A,100
A01690,Infrastructure,Competitor A,68
A01690,Database,Competitor B,97
A01690,Analytics & Data,Competitor B,88
A01690,AI & ML,Competitor A,100
A01690,Security,Competitor D,93
A01690,Applications,Competitor B,73
A01690,Integration,Competitor D,100
A01691,Infrastructure,Competitor A,99
A01691,Analytics & Data,Competitor C,90
A01691,AI & ML,Competitor D,97
A01691,Applications,Competitor C,77
A01691,Integration,Competitor D,77
A01692,Infrastructure,Competitor D,77
A01692,Database,Competitor C,80
A01692,AI & ML,Competitor A,97
A01692,Security,Competitor A,89
A01692,Integration,Competitor A,67
A01693,Infrastructure,Competitor A,18
A01693,Database,Competitor A,21
A01693,AI & ML,Competitor B,61
A01693,Applications,Competitor D,13
A01694,Infrastructure,Competitor D,100
A01694,Database,Competitor A,72
A01694,Analytics & Data,Competitor C,74
A01694,Applications,Competitor D,80
A01695,Database,Competitor A,91
A01695,Analytics & Data,Competitor A,59
A01695,AI & ML,Competitor C,98
A01695,Applications,Competitor B,35
A01696,Infrastructure,Competitor C,35
A01696,Analytics & Data,Competitor C,90
A01696,Security,Competitor C,55
A01696,Integration,Competitor D,71
A01697,Infrastructure,Competitor D,99
A01697,Database,Competitor C,98
A01697,Security,Competitor D,91
A01697,Applications,Competitor B,84
A01697,Integration,Competitor D,90
A01698,Infrastructure,Competitor B,81
A01698,Database,Competitor C,99
A01698,Analytics & Data,Competitor D,93
A01698,AI & ML,Competitor B,35
A01698,Integration,Competitor C,87
A01699,Infrastructure,Competitor A,44
A01700,Infrastructure,Competitor C,97
A01700,Database,Competitor C,86
A01700,Analytics & Data,Competitor B,30
A01700,AI & ML,Competitor D,65
A01700,Applications,Competitor B,68
A01700,Integration,Competitor D,75
A01701,Infrastructure,Competitor C,92
A01701,AI & ML,Competitor B,98
A01701,Security,Competitor D,87
A01701,Applications,Competitor A,81
A01702,Database,Competitor D,37
A01702,Analytics & Data,Competitor C,70
A01702,Integration,Competitor A,66
A01703,Infrastructure,Competitor D,70
A01703,Database,Competitor A,73
A01703,Analytics & Data,Competitor B,91
A01703,AI & ML,Competitor A,99
A01703,Security,Competitor B,73
A01703,Integration,Competitor D,69
A01704,Database,Competitor C,74
A01704,Analytics & Data,Competitor A,97
A01704,Applications,Competitor A,98
A01704,Integration,Competitor B,98
A01705,Infrastructure,Competitor D,99
A01705,Analytics & Data,Competitor A,81
A01705,AI & ML,Competitor D,97
A01705,Security,Competitor A,100
A01705,Applications,Competitor B,80
A01706,AI & ML,Competitor C,20
A01707,Infrastructure,Competitor A,69
A01707,Database,Competitor D,99
A01707,Analytics & Data,Competitor A,90
A01707,AI & ML,Competitor C,76
A01707,Security,Competitor D,89
A01707,Applications,Competitor C,91
A01707,Integration,Competitor D,99
A01708,Infrastructure,Competitor D,100
A01708,Analytics & Data,Competitor C,99
A01708,AI & ML,Competitor D,79
A01708,Applications,Competitor A,99
A01709,Infrastructure,Competitor C,98
A01709,Database,Competitor A,100
A01709,Analytics & Data,Competitor B,74
A01709,AI & ML,Competitor D,41
A01709,Applications,Competitor A,78
A01709,Integration,Competitor B,100
A01710,Infrastructure,Competitor B,99
A01710,Database,Competitor D,72
A01710,Analytics & Data,Competitor D,98
A01710,AI & ML,Competitor C,98
A01710,Applications,Competitor B,100
A01711,Infrastructure,Competitor B,42
A01711,Database,Competitor D,99
A01711,Analytics & Data,Competitor D,92
A01711,Security,Competitor A,66
A01712,Infrastructure,Competitor A,97
A01712,Database,Competitor A,72
A01712,Analytics & Data,Competitor A,82
A01712,AI & ML,Competitor D,77
A01712,Integration,Competitor A,78
A01713,Database,Competitor A,70
A01713,Analytics & Data,Competitor D,99
A01713,AI & ML,Competitor A,83
A01714,Infrastructure,Competitor C,97
A01714,Database,Competitor A,100
A01714,Analytics & Data,Competitor D,71
A01714,Security,Competitor C,99
A01714,Applications,Competitor B,98
A01715,Database,Competitor D,99
A01715,Security,Competitor C,100
A01715,Applications,Competitor D,86
A01715,Integration,Competitor A,74
A01716,Infrastructure,Competitor B,58
A01716,Analytics & Data,Competitor A,78
A01717,Infrastructure,Competitor C,76
A01717,Database,Competitor D,70
A01717,AI & ML,Competitor A,92
A01717,Applications,Competitor B,97
A01717,Integration,Competitor C,77
A01718,Infrastructure,Competitor A,69
A01718,Database,Competitor A,89
A01718,Analytics & Data,Competitor A,88
A01718,AI & ML,Competitor C,82
A01718,Integration,Competitor D,90
A01719,Infrastructure,Competitor C,69
A01719,Database,Competitor D,99
A01719,AI & ML,Competitor C,74
A01719,Security,Competitor A,83
A01719,Integration,Competitor C,84
A01720,Infrastructure,Competitor B,98
A01720,Database,Competitor A,100
A01720,Analytics & Data,Competitor C,87
A01720,AI & ML,Competitor B,97
A01720,Applications,Competitor D,65
A01721,Infrastructure,Competitor B,74
A01721,Security,Competitor B,98
A01721,Integration,Competitor C,92
A01722,Database,Competitor D,56
A01723,AI & ML,Competitor C,53
A01723,Integration,Competitor A,26
A01724,Integration,Competitor A,98
A01725,Database,Competitor D,92
A01725,Analytics & Data,Competitor B,68
A01725,AI & ML,Competitor B,63
A01725,Security,Competitor A,90
A01726,Database,Competitor B,54
A01726,Analytics & Data,Competitor A,80
A01726,AI & ML,Competitor D,42
A01726,Security,Competitor A,84
A01727,Infrastructure,Competitor B,53
A01727,Applications,Competitor A,84
A01728,Database,Competitor C,68
A01728,Analytics & Data,Competitor B,83
A01728,Security,Competitor C,44
A01728,Applications,Competitor B,48
A01729,Infrastructure,Competitor C,66
A01729,AI & ML,Competitor A,39
A01730,Infrastructure,Competitor C,42
A01730,Database,Competitor D,98
A01730,Integration,Competitor A,92
A01731,Infrastructure,Competitor D,99
A01731,Database,Competitor C,97
A01731,Security,Competitor B,100
A01731,Applications,Competitor C,100
A01731,Integration,Competitor D,99
A01732,Infrastructure,Competitor D,57
A01732,Database,Competitor A,97
A01732,Analytics & Data,Competitor B,99
A01732,AI & ML,Competitor C,74
A01732,Security,Competitor C,99
A01732,Applications,Competitor D,92
A01732,Integration,Competitor A,98
A01733,Infrastructure,Competitor A,70
A01733,Database,Competitor D,97
A01733,Analytics & Data,Competitor A,90
A01733,AI & ML,Competitor B,55
A01733,Applications,Competitor C,78
A01734,AI & ML,Competitor A,38
A01735,Analytics & Data,Competitor D,81
A01735,AI & ML,Competitor A,77
A01735,Security,Competitor B,91
A01736,Infrastructure,Competitor D,48
A01736,Database,Competitor B,41
A01736,Analytics & Data,Competitor C,89
A01736,AI & ML,Competitor B,52
A01736,Security,Competitor C,39
A01736,Integration,Competitor A,38
A01737,Infrastructure,Competitor A,73
A01737,Database,Competitor C,84
A01737,AI & ML,Competitor A,97
A01737,Applications,Competitor C,64
A01737,Integration,Competitor A,85
A01738,Security,Competitor B,35
A01738,Integration,Competitor A,37
A01740,Database,Competitor A,73
A01740,Analytics & Data,Competitor D,87
A01740,Applications,Competitor D,64
A01740,Integration,Competitor A,60
A01741,Analytics & Data,Competitor C,98
A01741,AI & ML,Competitor D,80
A01741,Integration,Competitor C,85
A01742,Database,Competitor D,73
A01742,Analytics & Data,Competitor C,100
A01742,AI & ML,Competitor C,46
A01742,Security,Competitor C,98
A01742,Applications,Competitor D,99
A01742,Integration,Competitor D,97
A01743,Infrastructure,Competitor A,69
A01743,Database,Competitor B,80
A01743,Analytics & Data,Competitor A,38
A01743,Security,Competitor C,81
A01743,Applications,Competitor A,63
A01744,Infrastructure,Competitor D,79
A01744,AI & ML,Competitor D,91
A01744,Security,Competitor D,88
A01744,Integration,Competitor C,100
A01745,Infrastructure,Competitor A,99
A01745,Database,Competitor C,76
A01745,Analytics & Data,Competitor A,98
A01745,AI & ML,Competitor B,71
A01745,Security,Competitor D,71
A01745,Integration,Competitor B,100
A01746,AI & ML,Competitor B,98
A01746,Security,Competitor D,67
A01746,Applications,Competitor B,62
A01746,Integration,Competitor D,69
A01747,Infrastructure,Competitor B,98
A01747,AI & ML,Competitor C,100
A01747,Security,Competitor B,99
A01747,Applications,Competitor B,97
A01747,Integration,Competitor B,97
A01748,Infrastructure,Competitor C,76
A01748,Database,Competitor C,85
A01748,Security,Competitor C,75
A01748,Applications,Competitor D,67
A01749,Analytics & Data,Competitor B,14
A01749,Integration,Competitor D,33
A01750,Infrastructure,Competitor B,50
A01750,Database,Competitor D,80
A01750,Integration,Competitor B,98
A01751,Infrastructure,Competitor A,67
A01751,Database,Competitor D,88
A01751,Analytics & Data,Competitor A,92
A01751,AI & ML,Competitor C,77
A01751,Security,Competitor D,87
A01751,Applications,Competitor D,72
A01751,Integration,Competitor D,38
A01752,Infrastructure,Competitor D,78
A01752,Database,Competitor A,89
A01752,Analytics & Data,Competitor A,68
A01752,AI & ML,Competitor A,100
A01752,Security,Competitor C,81
A01753,Database,Competitor D,97
A01753,Analytics & Data,Competitor B,92
A01753,AI & ML,Competitor B,75
A01753,Security,Competitor A,69
A01753,Integration,Competitor B,100
A01754,Database,Competitor A,62
A01754,Applications,Competitor C,54
A01755,Infrastructure,Competitor C,47
A01755,Database,Competitor B,57
A01755,Analytics & Data,Competitor D,75
A01755,Security,Competitor A,73
A01756,Infrastructure,Competitor D,52
A01756,Analytics & Data,Competitor A,25
A01756,AI & ML,Competitor B,43
A01756,Security,Competitor B,58
A01756,Integration,Competitor B,43
A01757,Database,Competitor D,100
A01757,AI & ML,Competitor C,48
A01757,Integration,Competitor B,45
A01758,Database,Competitor B,87
A01758,Analytics & Data,Competitor D,43
A01758,AI & ML,Competitor B,93
A01758,Security,Competitor B,85
A01758,Applications,Competitor A,100
A01759,Database,Competitor C,79
A01759,Analytics & Data,Competitor A,35
A01759,Applications,Competitor A,87
A01759,Integration,Competitor B,70
A01760,Infrastructure,Competitor B,90
A01760,Analytics & Data,Competitor B,62
A01760,AI & ML,Competitor D,62
A01760,Applications,Competitor C,38
A01760,Integration,Competitor A,83
A01761,Infrastructure,Competitor A,77
A01761,Database,Competitor D,58
A01761,Analytics & Data,Competitor A,98
A01761,AI & ML,Competitor D,85
A01762,Infrastructure,Competitor D,54
A01762,Analytics & Data,Competitor B,99
A01762,AI & ML,Competitor B,64
A01762,Applications,Competitor A,73
A01762,Integration,Competitor A,78
A01763,Analytics & Data,Competitor A,38
A01763,AI & ML,Competitor C,99
A01763,Security,Competitor B,69
A01763,Applications,Competitor C,97
A01763,Integration,Competitor D,89
A01764,Infrastructure,Competitor B,93
A01764,Analytics & Data,Competitor B,43
A01764,AI & ML,Competitor A,77
A01764,Security,Competitor D,78
A01764,Integration,Competitor B,82
A01765,Infrastructure,Competitor D,53
A01765,Analytics & Data,Competitor A,57
A01765,AI & ML,Competitor B,67
A01765,Applications,Competitor B,47
A01766,Applications,Competitor B,60
A01767,Infrastructure,Competitor A,97
A01767,Database,Competitor D,82
A01767,AI & ML,Competitor A,84
A01767,Security,Competitor C,99
A01767,Integration,Competitor D,90
A01768,Infrastructure,Competitor D,68
A01768,Database,Competitor C,75
A01768,Applications,Competitor D,76
A01768,Integration,Competitor A,93
A01769,Infrastructure,Competitor C,22
A01769,Applications,Competitor A,18
A01770,Database,Competitor D,98
A01770,Analytics & Data,Competitor A,73
A01770,AI & ML,Competitor D,69
A01770,Security,Competitor B,69
A01770,Integration,Competitor C,65
A01771,Infrastructure,Competitor A,81
A01771,Database,Competitor D,78
A01771,Analytics & Data,Competitor A,99
A01771,AI & ML,Competitor A,74
A01771,Security,Competitor D,90
A01771,Integration,Competitor D,98
A01772,Infrastructure,Competitor D,54
A01772,Analytics & Data,Competitor A,63
A01772,Security,Competitor D,99
A01772,Integration,Competitor A,99
A01773,Infrastructure,Competitor B,100
A01773,Database,Competitor C,99
A01773,Analytics & Data,Competitor A,97
A01773,Security,Competitor B,48
A01773,Applications,Competitor A,69
A01773,Integration,Competitor C,72
A01774,Database,Competitor C,93
A01774,Analytics & Data,Competitor A,40
A01774,AI & ML,Competitor D,75
A01774,Security,Competitor D,71
A01774,Applications,Competitor C,81
A01775,Infrastructure,Competitor C,100
A01775,AI & ML,Competitor A,88
A01775,Security,Competitor B,99
A01776,Database,Competitor D,91
A01776,Analytics & Data,Competitor C,71
A01776,AI & ML,Competitor B,69
A01776,Security,Competitor B,100
A01776,Applications,Competitor B,76
A01776,Integration,Competitor B,21
A01777,Database,Competitor B,83
A01777,Analytics & Data,Competitor C,73
A01777,Security,Competitor D,98
A01777,Applications,Competitor C,99
A01777,Integration,Competitor D,76
A01778,Infrastructure,Competitor D,82
A01779,Infrastructure,Competitor C,93
A01779,Database,Competitor A,82
A01779,AI & ML,Competitor B,82
A01779,Security,Competitor C,99
A01779,Applications,Competitor C,98
A01779,Integration,Competitor C,100
A01780,Infrastructure,Competitor C,68
A01780,Database,Competitor B,88
A01780,Security,Competitor A,39
A01780,Integration,Competitor D,40
A01781,Database,Competitor A,99
A01781,Analytics & Data,Competitor C,97
A01781,AI & ML,Competitor C,68
A01781,Security,Competitor C,98
A01781,Applications,Competitor C,97
A01781,Integration,Competitor A,98
A01782,AI & ML,Competitor C,63
A01783,Infrastructure,Competitor C,83
A01783,Database,Competitor C,91
A01783,Analytics & Data,Competitor D,99
A01783,AI & ML,Competitor B,99
A01783,Integration,Competitor D,100
A01784,Infrastructure,Competitor C,90
A01784,Database,Competitor C,98
A01784,Analytics & Data,Competitor C,100
A01784,AI & ML,Competitor B,86
A01784,Applications,Competitor A,81
A01784,Integration,Competitor B,99
A01785,Infrastructure,Competitor A,28
A01785,Analytics & Data,Competitor C,97
A01785,AI & ML,Competitor D,100
A01785,Security,Competitor A,85
A01785,Applications,Competitor C,43
A01785,Integration,Competitor A,70
A01786,Database,Competitor D,45
A01786,Analytics & Data,Competitor B,64
A01786,Security,Competitor D,65
A01786,Applications,Competitor C,75
A01787,Database,Competitor D,87
A01787,Analytics & Data,Competitor A,92
A01787,Security,Competitor D,54
A01787,Applications,Competitor A,60
A01787,Integration,Competitor B,91
A01788,Infrastructure,Competitor C,85
A01788,Database,Competitor C,99
A01788,Analytics & Data,Competitor A,87
A01788,AI & ML,Competitor A,80
A01788,Security,Competitor A,73
A01788,Applications,Competitor C,74
A01788,Integration,Competitor D,76
A01789,AI & ML,Competitor B,14
A01789,Applications,Competitor A,59
A01790,Infrastructure,Competitor A,86
A01790,Security,Competitor D,47
A01790,Integration,Competitor D,44
A01791,Infrastructure,Competitor A,41
A01791,Security,Competitor C,75
A01791,Applications,Competitor C,84
A01791,Integration,Competitor A,99
A01792,Analytics & Data,Competitor C,65
A01792,AI & ML,Competitor C,97
A01792,Security,Competitor D,100
A01792,Integration,Competitor B,63
A01793,Analytics & Data,Competitor B,57
A01793,AI & ML,Competitor A,70
A01793,Security,Competitor D,64
A01793,Integration,Competitor A,43
A01794,Infrastructure,Competitor A,88
A01794,Database,Competitor A,44
A01794,AI & ML,Competitor A,80
A01794,Security,Competitor D,45
A01794,Integration,Competitor C,76
A01795,Infrastructure,Competitor B,36
A01795,Analytics & Data,Competitor D,36
A01796,Database,Competitor A,91
A01796,Analytics & Data,Competitor B,77
A01796,AI & ML,Competitor C,38
A01796,Security,Competitor A,91
A01796,Integration,Competitor B,91
A01797,Infrastructure,Competitor C,73
A01797,Database,Competitor C,63
A01797,Analytics & Data,Competitor A,86
A01797,AI & ML,Competitor B,81
A01797,Security,Competitor C,75
A01797,Applications,Competitor C,99
A01797,Integration,Competitor B,97
A01798,AI & ML,Competitor A,92
A01798,Security,Competitor B,53
A01798,Integration,Competitor C,90
A01799,Infrastructure,Competitor D,98
A01799,Database,Competitor A,64
A01799,AI & ML,Competitor A,85
A01799,Security,Competitor B,86
A01799,Integration,Competitor C,71
A01800,Infrastructure,Competitor A,31
A01800,Security,Competitor D,36
A01800,Applications,Competitor C,42
A01801,Security,Competitor B,73
A01801,Applications,Competitor C,89
A01802,Infrastructure,Competitor B,73
A01802,Database,Competitor D,52
A01802,Analytics & Data,Competitor C,100
A01802,Security,Competitor B,99
A01802,Applications,Competitor D,77
A01803,Database,Competitor D,76
A01803,AI & ML,Competitor B,86
A01803,Integration,Competitor C,81
A01804,Security,Competitor B,61
A01804,Applications,Competitor A,40
A01805,Infrastructure,Competitor A,24
A01805,Database,Competitor A,78
A01805,Security,Competitor B,38
A01805,Integration,Competitor A,88
A01806,Infrastructure,Competitor A,73
A01806,Database,Competitor A,80
A01806,Security,Competitor B,78
A01806,Integration,Competitor C,71
A01807,Infrastructure,Competitor D,45
A01808,Infrastructure,Competitor D,97
A01808,Analytics & Data,Competitor C,99
A01808,Integration,Competitor B,51
A01809,Analytics & Data,Competitor A,93
A01809,AI & ML,Competitor B,90
A01809,Applications,Competitor A,68
A01810,Infrastructure,Competitor C,82
A01810,Database,Competitor B,74
A01810,Analytics & Data,Competitor C,58
A01810,Security,Competitor D,85
A01810,Integration,Competitor D,98
A01811,Infrastructure,Competitor A,99
A01811,Database,Competitor A,11
A01811,Analytics & Data,Competitor B,92
A01811,AI & ML,Competitor A,81
A01811,Security,Competitor C,88
A01811,Integration,Competitor B,68
A01812,Database,Competitor C,74
A01812,Analytics & Data,Competitor B,21
A01812,Security,Competitor D,98
A01812,Integration,Competitor A,35
A01813,Database,Competitor A,64
A01813,AI & ML,Competitor A,80
A01813,Security,Competitor C,99
A01813,Applications,Competitor D,97
A01814,Infrastructure,Competitor A,97
A01814,Database,Competitor D,47
A01814,Analytics & Data,Competitor D,84
A01814,Applications,Competitor A,88
A01814,Integration,Competitor D,76
A01815,Infrastructure,Competitor C,100
A01815,Analytics & Data,Competitor A,98
A01815,AI & ML,Competitor C,98
A01815,Security,Competitor A,99
A01815,Applications,Competitor A,97
A01815,Integration,Competitor B,73
A01816,AI & ML,Competitor A,91
A01816,Security,Competitor B,75
A01816,Integration,Competitor C,67
A01817,Infrastructure,Competitor C,79
A01817,Database,Competitor D,98
A01817,Analytics & Data,Competitor C,81
A01817,AI & ML,Competitor C,99
A01817,Security,Competitor C,81
A01817,Applications,Competitor A,97
A01817,Integration,Competitor A,85
A01818,AI & ML,Competitor B,14
A01819,Analytics & Data,Competitor A,82
A01819,Security,Competitor B,81
A01820,Infrastructure,Competitor A,47
A01821,AI & ML,Competitor D,81
A01821,Security,Competitor C,99
A01821,Applications,Competitor A,97
A01821,Integration,Competitor C,52
A01822,Analytics & Data,Competitor D,65
A01822,AI & ML,Competitor C,72
A01822,Applications,Competitor D,49
A01822,Integration,Competitor D,60
A01823,Infrastructure,Competitor C,99
A01823,Database,Competitor D,80
A01823,Analytics & Data,Competitor B,76
A01823,Security,Competitor B,86
A01824,Infrastructure,Competitor C,91
A01824,Database,Competitor B,41
A01824,Analytics & Data,Competitor D,100
A01824,AI & ML,Competitor D,76
A01824,Applications,Competitor C,81
A01824,Integration,Competitor A,88
A01825,Infrastructure,Competitor B,83
A01825,Database,Competitor B,82
A01825,Analytics & Data,Competitor D,90
A01825,Security,Competitor B,85
A01825,Applications,Competitor C,79
A01825,Integration,Competitor A,67
A01826,Analytics & Data,Competitor A,68
A01826,AI & ML,Competitor B,70
A01826,Integration,Competitor A,75
A01827,Analytics & Data,Competitor B,36
A01827,AI & ML,Competitor A,70
A01827,Applications,Competitor D,86
A01828,Analytics & Data,Competitor C,89
A01828,Security,Competitor C,62
A01828,Applications,Competitor D,66
A01828,Integration,Competitor D,38
A01829,Database,Competitor B,88
A01829,Analytics & Data,Competitor C,70
A01829,AI & ML,Competitor D,92
A01829,Applications,Competitor B,75
A01829,Integration,Competitor C,53
A01830,Database,Competitor C,93
A01830,Analytics & Data,Competitor A,43
A01830,Security,Competitor C,70
A01831,Infrastructure,Competitor A,82
A01831,Analytics & Data,Competitor C,81
A01831,AI & ML,Competitor D,75
A01831,Security,Competitor A,92
A01832,Database,Competitor B,57
A01832,Analytics & Data,Competitor C,68
A01832,Applications,Competitor D,43
A01832,Integration,Competitor D,54
A01834,Database,Competitor D,75
A01834,AI & ML,Competitor C,97
A01836,Database,Competitor D,74
A01836,AI & ML,Competitor B,57
A01836,Security,Competitor C,92
A01836,Integration,Competitor C,59
A01837,Infrastructure,Competitor C,80
A01837,AI & ML,Competitor B,93
A01837,Security,Competitor C,86
A01837,Integration,Competitor B,99
A01839,Database,Competitor C,19
A01839,AI & ML,Competitor A,49
A01840,Infrastructure,Competitor D,80
A01840,Database,Competitor C,56
A01840,Analytics & Data,Competitor D,71
A01840,AI & ML,Competitor B,91
A01840,Security,Competitor A,93
A01840,Applications,Competitor D,92
A01841,Database,Competitor D,69
A01841,AI & ML,Competitor C,37
A01841,Security,Competitor C,89
A01841,Applications,Competitor A,98
A01841,Integration,Competitor A,38
A01842,Database,Competitor B,82
A01842,Analytics & Data,Competitor C,27
A01842,AI & ML,Competitor B,74
A01842,Security,Competitor D,88
A01842,Integration,Competitor D,79
A01843,Infrastructure,Competitor D,98
A01843,Database,Competitor D,43
A01843,Analytics & Data,Competitor C,44
A01843,AI & ML,Competitor A,98
A01843,Security,Competitor C,53
A01843,Applications,Competitor A,36
A01843,Integration,Competitor A,44
A01844,Infrastructure,Competitor C,68
A01844,Applications,Competitor B,46
A01845,Infrastructure,Competitor B,100
A01845,Database,Competitor B,40
A01845,AI & ML,Competitor B,73
A01845,Integration,Competitor B,86
A01846,Analytics & Data,Competitor A,44
A01846,Integration,Competitor C,71
A01847,Infrastructure,Competitor A,73
A01847,Database,Competitor B,98
A01847,Analytics & Data,Competitor A,80
A01847,AI & ML,Competitor A,98
A01847,Security,Competitor A,99
A01847,Applications,Competitor C,100
A01847,Integration,Competitor A,100
A01848,Infrastructure,Competitor A,69
A01848,Analytics & Data,Competitor D,97
A01848,Security,Competitor A,69
A01848,Integration,Competitor B,82
A01849,Infrastructure,Competitor C,41
A01849,Applications,Competitor C,70
A01850,Database,Competitor D,88
A01850,Analytics & Data,Competitor D,99
A01850,Security,Competitor C,76
A01851,Database,Competitor B,90
A01852,Infrastructure,Competitor D,58
A01852,Database,Competitor C,36
A01852,Applications,Competitor D,57
A01852,Integration,Competitor B,68
A01853,Database,Competitor C,100
A01853,Analytics & Data,Competitor A,100
A01853,AI & ML,Competitor D,97
A01853,Security,Competitor C,100
A01853,Applications,Competitor D,72
A01854,Infrastructure,Competitor D,30
A01854,Analytics & Data,Competitor B,89
A01854,AI & ML,Competitor C,97
A01854,Applications,Competitor D,74
A01855,Infrastructure,Competitor B,28
A01855,Database,Competitor D,90
A01855,Analytics & Data,Competitor B,69
A01855,AI & ML,Competitor A,97
A01855,Security,Competitor D,89
A01855,Applications,Competitor D,97
A01855,Integration,Competitor B,72
A01856,Database,Competitor A,97
A01856,Analytics & Data,Competitor A,53
A01856,AI & ML,Competitor C,82
A01856,Security,Competitor C,98
A01856,Applications,Competitor D,100
A01857,Infrastructure,Competitor D,93
A01857,Database,Competitor C,92
A01857,Analytics & Data,Competitor C,90
A01857,Applications,Competitor B,90
A01857,Integration,Competitor A,74
A01858,Infrastructure,Competitor B,98
A01858,Analytics & Data,Competitor C,98
A01858,Applications,Competitor A,97
A01858,Integration,Competitor A,99
A01859,Analytics & Data,Competitor C,12
A01859,AI & ML,Competitor C,87
A01859,Integration,Competitor B,43
A01860,Infrastructure,Competitor B,59
A01860,Database,Competitor D,100
A01860,AI & ML,Competitor C,99
A01860,Applications,Competitor D,99
A01860,Integration,Competitor A,100
A01861,Infrastructure,Competitor C,100
A01861,Analytics & Data,Competitor D,69
A01861,AI & ML,Competitor C,74
A01861,Security,Competitor C,98
A01863,Infrastructure,Competitor D,65
A01863,Analytics & Data,Competitor D,59
A01863,AI & ML,Competitor C,74
A01864,Infrastructure,Competitor C,23
A01864,Analytics & Data,Competitor A,66
A01864,Security,Competitor A,87
A01865,Infrastructure,Competitor A,90
A01865,Database,Competitor B,97
A01865,Analytics & Data,Competitor B,78
A01865,AI & ML,Competitor B,99
A01865,Security,Competitor D,99
A01865,Applications,Competitor C,99
A01866,Security,Competitor A,18
A01867,Infrastructure,Competitor A,100
A01867,Database,Competitor B,98
A01867,Analytics & Data,Competitor C,77
A01867,AI & ML,Competitor B,80
A01867,Security,Competitor C,100
A01867,Applications,Competitor B,97
A01868,Infrastructure,Competitor B,58
A01868,Security,Competitor B,60
A01869,Infrastructure,Competitor C,84
A01869,Security,Competitor A,58
A01869,Applications,Competitor D,43
A01870,Infrastructure,Competitor C,97
A01870,Database,Competitor A,81
A01870,Analytics & Data,Competitor D,86
A01870,AI & ML,Competitor C,82
A01870,Applications,Competitor D,97
A01870,Integration,Competitor D,98
A01871,Infrastructure,Competitor A,83
A01871,Database,Competitor A,56
A01871,Analytics & Data,Competitor C,81
A01871,AI & ML,Competitor A,73
A01871,Security,Competitor C,99
A01871,Integration,Competitor B,79
A01872,Infrastructure,Competitor D,52
A01872,Security,Competitor D,11
A01873,Infrastructure,Competitor B,97
A01873,Database,Competitor C,74
A01873,Analytics & Data,Competitor C,97
A01873,AI & ML,Competitor C,100
A01873,Applications,Competitor C,93
A01873,Integration,Competitor C,90
A01874,Infrastructure,Competitor A,100
A01874,Database,Competitor A,64
A01874,Analytics & Data,Competitor A,76
A01874,AI & ML,Competitor B,77
A01874,Security,Competitor D,100
A01874,Applications,Competitor D,98
A01874,Integration,Competitor D,100
A01875,Infrastructure,Competitor A,99
A01875,Database,Competitor D,70
A01875,Analytics & Data,Competitor A,69
A01875,AI & ML,Competitor C,98
A01875,Security,Competitor B,84
A01875,Applications,Competitor D,91
A01875,Integration,Competitor B,74
A01876,Infrastructure,Competitor B,65
A01876,Database,Competitor A,42
A01876,Analytics & Data,Competitor C,97
A01876,AI & ML,Competitor A,91
A01876,Security,Competitor B,79
A01876,Applications,Competitor A,85
A01876,Integration,Competitor A,98
